event_edition_id,event_name,event_category,registration_type,start_date,end_date,venue,city,event_tags,season,event_category_num,registration_type_num,cluster
18266,Decathlon Sports Utsav Run,Sports,Paid,2017-11-12 06:00:00,2017-11-12 09:00:00,Decathlon OMR Padur,Chennai,,0,4,1,0
18300,1KM and 3KM OMR Kidathon 2017,Sports,Paid,2017-11-19 06:15:00,2017-11-19 00:00:00,Dlf Garden City,Chennai,,0,4,1,0
18301,5KM and 10KM OMR Kidathon 2017,Sports,Free,2017-11-19 06:00:00,2017-11-19 00:00:00,Dlf Garden City,Chennai,,0,4,0,0
18304,Velachery Challengers,Sports,Free,2017-12-24 00:00:00,2017-12-24 00:00:00,Velachery,Chennai,"Sports,skating,kids,challengers",3,4,0,2
18305,Ultra Running Challenge 2017,Sports,Paid,2017-11-15 00:00:00,2017-11-15 00:00:00,TBA,Chennai,,0,4,1,0
18330,Special walkathon,Sports,Paid,2017-12-10 00:00:00,2017-12-10 00:00:00,Nehru Stadium,Coimbatore,"1Km,5Km,walkathon",3,4,1,2
18368,10K - JBG Kolkata Trail Run 2018,Sports,Free,2018-01-07 00:00:00,2018-01-07 00:00:00,Godrej Waterside IT Park,Kolkata,"10K,marathon",3,4,0,2
18439,Dream Run 6K Jaipur Marathon,Sports,Paid,2018-02-04 00:00:00,2018-02-04 00:00:00,Albert Hall,Jaipur,"6K,marathon",3,4,1,2
18604,21KM-MEPZ Run,Sports,Paid,2019-03-03 05:00:00,2019-03-03 10:00:00,MEPZ Economical Zone,Chennai,"half,half marathon,marathon",1,4,1,0
18605,10KM-MEPZ Run,Sports,Paid,2018-03-04 05:00:00,2019-03-03 00:00:00,MEPZ Economical Zone,Chennai,"10K,marathon",1,4,1,0
18684,FIONIS presents a 50 days of Fitness Challenge,Sports,Free,2018-02-18 00:00:00,2018-02-18 00:00:00,OMR,Chennai,"fitness,challenge",3,4,0,2
18795,21K - COOL RUNNERS HALF-MARATHON 2018,Sports,Paid,2018-02-04 00:00:00,2018-02-04 00:00:00,YMCA,Chennai,"21k,half,half marathon",3,4,1,2
18796,10K - COOL RUNNERS HALF-MARATHON 2018,Sports,Paid,2018-02-04 00:00:00,2018-02-04 00:00:00,YMCA Ground,Chennai,"10K,10KM",3,4,1,2
18803,Margazhi Utsav,Entertainment,Paid,2017-12-23 00:00:00,2018-01-01 00:00:00,Thoraipakkam,Chennai,"carnatic,music,vocal,instrumental,saxophone,namasankeerthanam,spiritual,comedy,crazy mohan,dance event,bharatanatyam",3,1,1,1
18807,1.5KM(8-13yrs) MIRCHI KIDDATHON COIMBATORE,Sports,Paid,2018-01-21 00:00:00,2018-01-21 00:00:00,"Bishop Appasamy College of Arts & Science, Race Course",Coimbatore,,3,4,1,2
18811,FITNESS FEST 2018,Sports,Paid,2018-02-18 06:00:00,2018-02-18 00:00:00,PBEL city,Chennai,,3,4,1,2
18818,Alex in Wonderland - A solo stand-up special powered by Music and Tamil,Entertainment,Paid,2018-04-28 16:00:00,2018-04-28 00:00:00,The Music Academy,Chennai,Comedy,1,1,1,6
18830,DECATHLON Run Series - JANUARY Healthy Family Run,Sports,Paid,2018-01-07 00:00:00,2018-01-07 00:00:00,Decathlon OMR Padur,Chennai,"chennai,1K,5k,10K,Marathon",3,4,1,2
18832,OMR Trailblazers Anniversary Run 2018,Sports,Paid,2018-01-27 00:00:00,2018-01-27 00:00:00,MGM Beach Resorts,Chennai,"5km,5k,5k run",3,4,1,2
18852,Superchef- Kids Team (of 2),Entertainment,Paid,2018-02-03 00:00:00,2018-02-04 00:00:00,Contest- The Park Hotel,Chennai,Contests,3,1,1,1
18928,The German National Youth Orchestra LIVE in CONCERT Western Classical Music,Entertainment,Free,2018-01-25 00:00:00,2018-01-25 00:00:00,The Music Academy,Chennai,,3,1,0,1
18935,Mirchi Holi Run,Sports,Paid,2018-03-04 06:00:00,2018-03-04 10:00:00,YMCA,Chennai,"dj party,music and dance,party,kids marathon,fun activities",1,4,1,0
18952,KK Nagar Challengers,Sports,Paid,2018-02-25 16:00:00,2018-02-25 00:00:00,Opposite to KK Nagar Police Station,Chennai,"Sports,skating,kids,challengers",3,4,1,2
18955,Annur Marathon 2018 - 21K and 10K,Sports,Paid,2018-02-25 00:00:00,2018-02-25 00:00:00,Swami Vivekanandha Matriculation Higher Secondary School,Annur,,3,4,1,2
18973,ADI AND ASHIS INDIAN ADVENTURE,Entertainment,Paid,2018-02-11 00:00:00,2018-02-11 00:00:00,Sir Mutha Venkatasubba Rao Concert Hall,Chennai,,3,1,1,1
19031,Chennai Mara-M-Thon,Sports,Paid,2018-02-18 05:00:00,2018-02-18 09:00:00,Elliots Beach,Chennai,"awareness marathon on  save farming  run,running,marathon",3,4,1,2
19137,Decathlon Championship,Sports,Paid,2018-02-18 16:00:00,2018-02-18 18:00:00,Decathlon POONAMALLEE,Chennai,"Sports,skating,kids,challengers",3,4,1,2
19156,HI FOCUS : NIPLT20 season 2,Sports,Free,2018-02-10 00:00:00,2018-02-21 23:45:00,chennai,Chennai,,3,4,0,2
19217,DECATHLON Run Series - Run for Women Who INSPIRE you !,Sports,Paid,2018-03-11 06:00:00,2018-03-11 07:30:00,Decathlon OMR Padur,Chennai,,1,4,1,0
19248,TCS World 10K Bengaluru 2018,Sports,Free,2018-05-27 00:00:00,2018-05-27 00:00:00,kk mall,Bengaluru,"popularraces,10k,6k",1,4,0,0
19253,The Mamahood Project,Entertainment,Paid,2018-03-23 09:30:00,2018-03-23 00:00:00,"Park Hyatt, Velachery",Chennai,,1,1,1,6
19294,MWC MARATHON 2018,Sports,Paid,2018-10-14 04:00:00,2018-10-14 09:30:00,Mahindra World City,Chennai,"SPORTS,familyrun,MWC,42k,21k,10k,5k,popularraces,1k,runforgirlchild,mwcmarathon,run",0,4,1,0
19339,Mom and Me Or Dad and Me ( 0.7KM ) - Age 2-6 Only,Sports,Paid,2018-05-06 07:00:00,2018-05-06 00:00:00,Jawaharlal Nehru Stadium,Chennai,,1,4,1,0
19536,VADODARA INTERNATIONAL MARATHON,Sports,Paid,2019-01-06 00:00:00,2019-01-06 00:00:00,Navlakhi Ground,Vadodara,,3,4,1,2
19572,Tamilnadu Cycling Club - ITT1 2018-19,Sports,Paid,2018-05-13 05:45:00,2018-05-13 08:45:00,"Start point: Mayajaal, ECR, Uthandi",Chennai,"SPORTS,chennai cycling,TIMETRIAL",1,4,1,0
19587,Six Fable Cart,Entertainment,Paid,2018-06-09 19:00:00,2018-06-09 21:00:00,Alliance Fran�aise of Madras,Chennai,"play,comedy,Tanglish,Stage,theatre,drama,eventinchennai,english,artist,emotion,Script,Actor,Director,entertainment,fun,rehersals,alliance,Brats,LightandBlind Production,Studio,alliancefrancaise,francis,alliance francis,Chennai Theatre,chennaitheatre,eventjini,events,shows,tamil,tamil nadu,hindi,audience,stand-up,standupcomedy",2,1,1,4
19609,WCCG Mass 100km Ride,Sports,Paid,2018-06-17 05:00:00,2018-06-17 11:00:00,Track and Trail - Showrooms,Chennai,"chennai cycling,bicycling,endurance sports",2,4,1,5
19631,Chennai Kidathon - 400M,Sports,Paid,2018-08-12 16:45:00,2018-08-12 19:45:00,Jawaharlal Nehru Stadium,Chennai,"Sports,funru,400mts",2,4,1,5
19632,Chennai Kidathon - 800M,Sports,Paid,2018-08-12 16:15:00,2018-08-12 19:00:00,Jawaharlal Nehru Stadium,Chennai,Sports,2,4,1,5
19635,Chennai Kidathon - 2000M,Sports,Paid,2018-08-12 19:45:00,2018-08-12 20:45:00,Jawaharlal Nehru Stadium,Chennai,Sports,2,4,1,5
19656,TCC Roller Coaster ORR Individual Time Trial Powered by Montra,Sports,Paid,2018-06-10 05:30:00,2018-06-10 09:30:00,Chennai Outer Ring Road,Chennai,cycling event,2,4,1,5
19704,KAKCHING WORLD WAR II MEMORIAL RUN MANIPUR,Sports,Paid,2018-09-09 06:30:00,2018-09-09 00:00:00,Kakching Aerodrome,Kakching,,0,4,1,0
19784,Decathlon Run Series - Fun Run,Sports,Paid,2018-07-15 05:00:00,2018-07-15 08:30:00,Decathlon OMR Padur,Chennai,"sports running,decathlon,fitnessrun,zumba",2,4,1,5
19785,TCC Scenic ECR Twist ITT powered by Montra ,Sports,Paid,2018-07-08 05:30:00,2018-07-08 08:15:00,"Start point: Mayajaal, ECR, Uthandi",Chennai,"sports,chennai cycling,Time Trial",2,4,1,5
19792,VV-Tri-Athlon,Sports,Paid,2018-07-28 14:00:00,2018-07-28 20:00:00,Velachery Aquatic Complex,Chennai,"VVTriathlon,VVTri,triathlon,Sprint,Olympic,swimming,Cycling,Running,VVians,VibrantVelachery,Tri",2,4,1,5
19797,Hydrabad Triathlon report event,Sports,Paid,2018-06-28 00:00:00,2018-06-28 00:00:00,kk mall,Chennai,,2,4,1,5
19831,Tamilnadu Cycling Club Criterium Races 2018,Sports,Paid,2018-09-16 00:00:00,2018-09-16 11:00:00,MMSC Race Track,Chennai,,0,4,1,0
19849,Alex in Wonderland- A solo stand-up special powered by Music and Tamil,Entertainment,Paid,2018-11-25 18:30:00,2018-11-25 21:00:00,Music academy,Chennai,Comedy,0,1,1,3
19878,TATA Mumbai Marathon 2019,Sports,Free,2019-01-20 00:00:00,2019-01-20 00:00:00,Mumbai,Mumbai,popularraces,3,4,0,2
19881,TCC Scenic ECR Powered by Montra ( ITT 4),Sports,Paid,2018-08-12 05:30:00,2018-08-12 08:30:00,Mayajaal Multiplex,Chennai,,2,4,1,5
19903,Gran Fondo - Chennai,Sports,Paid,2018-08-25 00:00:00,2018-08-25 00:00:00,Bicycle Hub,Chennai,"cycling event,cycle ride,ride for next gen,granfondo,ride for fun,national sports day",2,4,1,5
19907,Madras Kids Run - 2018,Sports,Paid,2018-09-23 08:00:00,2018-09-27 00:00:00,Jawaharlal Nehru Stadium,Chennai,,0,4,1,0
19917,TCC Kids Race 2018 powered by Ridley!,Sports,Paid,2018-09-16 09:00:00,2018-09-16 11:30:00,This event will be conducted in the Irungattukottai Madras Motor Race Track(MMRT),Chennai,,0,4,1,0
19919,Airtel Delhi Half Marathon 2018,Sports,Free,2018-10-21 00:00:00,2018-10-21 00:00:00,"Jawaharlal Nehru Stadium, Delhi",Delhi,popularraces,0,4,0,0
19983,HAPPY FEET 2018,Sports,Paid,2018-09-30 05:30:00,2018-09-30 11:00:00,Madras Christian College Higher Secondary School,Chennai,"marathon run,marathon event,running events in chennai,sports running,running events in chennai,kids running,kids run",0,4,1,0
20032,CHROMA RUN 18,Sports,Paid,2018-09-23 06:00:00,2018-09-23 10:00:00,SRM University,Chennai,"marathon run,marathon event,running events in chennai,runners,sports running,fitnessrun,fitness",0,4,1,0
20073,DAV Alumini Re-union,Conferences,Paid,2018-12-14 00:00:00,2018-12-16 00:00:00,TBD,Chennai,,3,0,1,1
20079,FOR 1 TICKET,Sports,Paid,2018-10-13 18:00:00,2018-10-13 21:30:00,VGP Golden Beach Resort,Chennai,"neon,3k run,dj party,fun run,popularraces",0,4,1,0
20123,Pune Half Marathon,Sports,Paid,2018-09-27 00:00:00,2018-12-31 00:00:00,,Pune,,0,4,1,0
20134,Ride for Pride - Cyclothon 2018,Sports,Paid,2018-10-14 05:00:00,2018-10-14 09:00:00,"D.B. Jain College, Thoraipakkam",Chennai,"cyclothon,chennai,Cause,Nethra,cycle,fundraiser,rideforpride,good cause,chennai cycling",0,4,1,0
20142,DATRI Light up a Life Challenge,Sports,Paid,2018-11-01 00:00:00,2018-11-30 00:00:00,India,Chennai,"fitness,diwali,running,walking,cycling,gift a life",0,4,1,0
20147,Tata Steel Kolkata - 2018,Sports,Free,2018-12-16 00:00:00,2018-12-16 00:00:00,TBD,Kolkata,popularraces,3,4,0,2
20209,Gran Fondo - Jammu,Sports,Paid,2018-11-04 06:00:00,2018-11-04 11:00:00,Track and Trail,Jammu,,0,4,1,0
20211,"21K,10K,5K - Magnathon",Sports,Paid,2018-12-09 04:30:00,2018-12-09 09:00:00,Olcott School,Chennai,"5k,10k,21k",3,4,1,2
20223,10KM-MEPZ Run,Sports,Paid,2019-03-03 00:00:00,2019-03-03 00:00:00,MEPZ Economical Zone,Chennai,"10K,marathon",1,4,1,0
20514,WCCG Newbie Ride,Sports,Paid,2019-01-01 06:00:00,2019-01-01 08:00:00,Just Buy Cycles across the city,Chennai,"Cycling,newbieride,letsstartcycling",3,4,1,2
20542,Aalam Deepam - Chennai Duathlon 2019,Sports,Paid,2019-02-03 05:00:00,2019-02-03 10:00:00,Olcott Memorial High School,Chennai,"Duathlon,cycling,Running,Fitnes",3,4,1,2
20625,Kids Mini Marathon 2019,Sports,Paid,2019-03-03 07:00:00,2019-03-03 09:00:00,Sports Development Authority of Tamilnadu,Chennai,"kids marathon in nandanam,KIDS FUN RUN,KIDS MINI MARATHON,AADHIEVENTS",1,4,1,0
20628,Chennai Premier Cyclothon,Sports,Paid,2019-02-24 05:00:00,2019-02-24 12:30:00,Kodambakkam,Chennai,"track cycling,cycling event,chennai cycling,long distance cycling,pro cycling",3,4,1,2
20681,HCL Madurai Run 2019,Sports,Free,2019-02-24 05:00:00,2019-02-24 08:00:00,Madurai,Tamil Nadu,,3,4,0,2
20798,Stuttgart Chamber Orchestra,Entertainment,Free,2019-03-22 19:00:00,2019-03-22 21:00:00,The Music Academy,Chennai,"orchestra,chamber orchestra,german orchestra,stuttgart chamber orchestra,chennai orchestra,orchestra in chennai,goethe institut,goethe institut chennai,music concert",1,1,0,6
20812,Alex in Wonderland- A solo stand-up special powered by Music and Tamil,Entertainment,Paid,2019-05-05 14:00:00,2019-05-05 21:00:00,Sir Mutha Venkatasubba Rao Concert Hall,Chennai,,1,1,1,6
20835,THOR-The Hero of Running,Sports,Paid,1970-01-01 05:30:00,1970-01-01 05:30:00,Jaipur,Jaipur,,3,4,1,2
20845,Marathon for Life 2K19,Sports,Paid,2019-05-14 00:00:00,2019-05-15 00:00:00,Pallipalayam,Pallipalayam,"ksrmarathon, marathon for life",1,4,1,0
20872,Chennai Half Marathon 2019,Sports,Paid,2019-05-24 00:00:00,2019-05-25 00:00:00,Chennai,Chennai,#chennaihalfmarathon,1,4,1,0
20889,WCCG 200km Night Ride,Sports,Paid,1970-01-01 05:30:00,1970-01-01 05:30:00,Chennai,Chennai,"cycling, Endurance, NightRide",3,4,1,2
20914,PRABALGAD FOOTHILLS MARATHON 2019,Sports,Paid,1970-01-01 05:30:00,1970-01-01 05:30:00,Prabalmachi,Prabalmachi,,3,4,1,2
20917,WCCG OutRush ITT 2019 Edition,Sports,Paid,2019-07-03 00:00:00,2019-10-31 00:00:00,Chennai,Chennai,"Cycling, ITT, Racing",2,4,1,5
20921,ICON HAPPY FEET,Sports,Paid,2019-06-22 00:00:00,2019-06-22 00:00:00,Chennai,Chennai,"fitness, marathon, Run",2,4,1,5
20928,Goa River Marathon,Sports,Paid,2019-08-11 00:00:00,2019-08-11 00:00:00,Chicalim,Chicalim,"#beingfit, #goa, #goarivermarathon, #goarunners, #runningmotivation, #runningshoes, fitness, marathon, running",2,4,1,5
20933,Walk With Your Neighbours,Sports,Paid,2019-09-08 00:00:00,2019-09-08 00:00:00,Chennai,Chennai,"Marathons, walk, Walk Marathon, Walkathon",0,4,1,0
20935,Road Captain - For Challenge Accepters,Sports,Paid,2019-06-28 00:00:00,2019-06-29 00:00:00,Chennai,Chennai,,2,4,1,5
20940,YOGI RUN @ NANDI HILLS,Sports,Paid,1970-01-01 05:30:00,1970-01-01 05:30:00,Nandi Hills,Nandi Hills,,3,4,1,2
20945,Save Earth Marathon 2019,Sports,Paid,2019-07-02 00:00:00,2019-10-31 00:00:00,New Delhi,New Delhi,,2,4,1,5
20946,Environment Day Run,Sports,Paid,1970-01-01 05:30:00,1970-01-01 05:30:00,Chennai,Chennai,,3,4,1,2
20947,Environment Day Run,Sports,Paid,1970-01-01 05:30:00,1970-01-01 05:30:00,Padur,Padur,"chennai events, Environment Day, June Run, marathon, Runners, running",3,4,1,2
20951,Global Goals Run 2019,Sports,Paid,1970-01-01 05:30:00,1970-01-01 05:30:00,Chennai,Chennai,"AIESEC, marathon, Run, Sunday Run",3,4,1,2
20956,CHENNAI JUNIORTHON 2019,Sports,Paid,2019-07-21 07:00:00,2019-07-21 09:00:00,Chennai,Chennai,"chennai events, CHENNAI RUN, KIDS EVENT, marathon",2,4,1,5
20957,KOLKATA 10K RUN,Sports,Paid,2019-09-15 05:00:00,2019-09-15 08:46:00,Kolkata,Kolkata,"KOLKATA 10K RUN, marathon",0,4,1,0
20958,Kochi Premier Run 2019,Sports,Paid,2019-08-18 06:00:00,2019-08-18 09:00:00,Kochi,Kochi,"kochi 10k run, marathon",2,4,1,5
20962,THE BORDER,Sports,Paid,1970-01-01 05:30:00,1970-01-01 05:30:00,Jaisalmer,Jaisalmer,,3,4,1,2
20963,Green Walk,Sports,Paid,2019-07-16 00:00:00,2019-07-17 00:00:00,chennai,chennai,"Green Walk, walk, Walkathon, walking events in chennai, walking Marathon",2,4,1,5
20965,Run for Peace 2019,Sports,Paid,2019-07-20 00:00:00,2019-07-21 00:00:00,Chennai,Chennai,"marathon, Run, Runners",2,4,1,5
20980,Chennai Kidathon 2019,Sports,Paid,1970-01-01 05:30:00,1970-01-01 05:30:00,Chennai,Chennai,,3,4,1,2
20992,Jaipur Glow Run,Sports,Paid,1970-01-01 05:30:00,1970-01-01 05:30:00,Jaipur,Jaipur,,3,4,1,2
21002,Freedom Run - Kolkata,Sports,Paid,1970-01-01 05:30:00,1970-01-01 05:30:00,Kolkata,Kolkata,,3,4,1,2
21009,Run for Wheels Marathon (Second Edition),Sports,Paid,2019-07-21 05:00:00,2019-07-21 08:00:00,Coimbatore,Coimbatore,"#10km, #5km, #Basketball, #Coimbatore, #Wheelchair, marathon, Run",2,4,1,5
21019,DATRI Cycle to Gift a Life,Sports,Paid,1970-01-01 05:30:00,1970-01-01 05:30:00,Chennai,Chennai,,3,4,1,2
21022,Run Against Corruption 2019,Sports,Paid,1970-01-01 05:30:00,1970-01-01 05:30:00,Chennai,Chennai,"CHENNAI 10K RUN, chennai marathon, marathon, running events in chennai, walking events in chennai",3,4,1,2
21035,Sunshine Walk,Sports,Paid,1970-01-01 05:30:00,1970-01-01 05:30:00,Padur,Padur,"walk, Walkathon, walking events in chennai, walking Marathon",3,4,1,2
21048,CHENNAI DUATHLON 2019,Sports,Paid,1970-01-01 05:30:00,1970-01-01 05:30:00,Chennai,Chennai,,3,4,1,2
21061,Covelong,Sports,Paid,2019-08-23 00:00:00,2019-08-25 00:00:00,Chennai,Chennai,,2,4,1,5
21067,Independence Day Run,Sports,Paid,2019-08-18 05:00:00,2019-08-18 08:30:00,Padur,Padur,"marathons, Marathons, runs, Independence Day, Ezone, Decathlon",2,4,1,5
21068,The Monster Cycling,Sports,Paid,2019-08-25 05:00:00,2019-08-25 09:00:00,Chennai,Chennai,,2,4,1,5
21069,test event for jini write back,Sports,Paid,2019-07-18 17:50:00,2019-07-19 05:50:00,Chennai,Chennai,,2,4,1,5
21072,Kauvery Hospital Salem Marathon,Sports,Paid,2019-09-29 05:00:00,2019-09-29 09:00:00,Salem,Salem,"#10km, 10k run, 10km run, Fun run, marathon, Marathons, Run, running",0,4,1,0
21076,TATA Mumbai Marathon 2020,Sports,Paid,2020-01-19 06:31:00,2020-01-19 17:31:00,Mumbai,Mumbai,,3,4,1,2
21081,WCCG Newbie Ride 2019,Sports,Paid,2019-08-11 06:00:00,2019-08-11 08:00:00,Chennai,Chennai,"#cycling #newbieride, WCCG",2,4,1,5
21089,TCS World 10K Bengaluru 2019,Sports,Paid,2019-05-19 00:00:00,2019-05-19 00:00:00,Bangalore,Bangalore,,1,4,1,0
21118,7th Edition HSR 10K Freedom Run,Sports,Paid,2019-08-15 06:00:00,2019-08-15 09:00:00,Bengaluru,Bengaluru,"10k run, 5K Run, marathon, running, Timed Run",2,4,1,5
21121,Airtel Delhi Half Marathon 2019,Sports,Paid,2019-10-20 04:00:00,2019-10-20 10:00:00,Delhi,Delhi,,0,4,1,0
21230,Bhumi India Run Chennai 2019,Sports,Paid,2019-04-07 05:00:00,2019-04-07 09:00:00,Chennai,Chennai,,1,4,1,0
21233,Coast Rush ITT - 2019 Edition,Sports,Paid,2019-03-17 05:40:00,2019-03-17 08:00:00,Chennai,Chennai,,1,4,1,0
21261,Chennai Kids Dream Run 2019,Sports,Paid,2019-04-28 07:00:00,2019-04-28 07:00:00,Chennai,Chennai,,1,4,1,0
21262,Vadodara International Marathon 2020,Sports,Paid,2020-01-05 04:00:00,2020-01-05 10:00:00,Vadodara,Vadodara,,3,4,1,2
21267,CHENNAI WORLD 10K RUN,Sports,Paid,2019-04-28 06:00:00,2019-04-28 09:00:00,Chennai,Chennai,,1,4,1,0
21287,MOMMATHON 2019 - Version 3.0 - RUN TO HONOUR MOTHERHOOD,Sports,Paid,2019-05-12 06:00:00,2019-05-12 09:00:00,Chennai,Chennai,,1,4,1,0
21289,CORPORATE MARATHON 2019,Sports,Paid,2019-04-28 06:00:00,2019-04-28 09:00:00,Chennai,Chennai,,1,4,1,0
21291,Cyclothon - For Road Safety,Sports,Paid,2019-04-28 05:00:00,2019-04-28 09:00:00,Chennai,Chennai,,1,4,1,0
