event_edition_id,event_name,event_category,registration_type,start_date,end_date,venue,city,event_tags,season,event_category_num,registration_type_num,cluster
13153,Coimbatore 10KM TN Marathon 2017,Sports,Paid,2017-04-30 00:00:00,2017-04-30 00:00:00,TBA,Coimbatore,Sports,1,4,1,0
13165,Charan Memorial Ride,Sports,Free,2016-10-23 05:00:00,2016-10-23 00:00:00,Probikers,Chennai,Sports,0,4,0,0
13170,Family FUN RUN,Sports,Free,2016-10-16 06:00:00,2016-10-16 08:00:00,DLF Garden City ,Chennai,Sports,0,4,0,0
13185,ERWA and OMR Athletes presents FITSPIR Family Fun Run,Sports,Free,2016-10-23 06:00:00,2016-10-23 08:00:00,L & T Eden Park,Chennai,Sports,0,4,0,0
13194,LIONS CENTENNIAL MARATHON,Sports,Paid,2017-02-05 05:30:00,2017-02-05 00:00:00,Marina Beach,Chennai,Sports,3,4,1,2
13195,Mutthu Marathon 2017,Sports,Paid,2017-01-08 05:30:00,2017-01-08 00:00:00,"Selliamman Kovil, Vaikuntham",Salem,Sports Other,3,4,1,2
13196,Ras Barse Utsav 2016,Entertainment,Free,2016-11-12 18:00:00,2016-11-12 00:00:00,Music Academy,Chennai,Music and Dance,0,1,0,3
13197,Cycle for a Cause - Support Literacy ,Sports,Paid,2016-11-13 05:15:00,2016-11-13 12:00:00,Track & Trail - Bicycle Hub,Chennai,Sports Other,0,4,1,0
13202,LAKSHAMAN SRUTHI [ MUSIC SHOW ],Entertainment,Paid,2016-10-30 18:30:00,2016-10-30 00:00:00,RAJA ANNAMALAI MANDRAM A/C,Chennai,Theatre,0,1,1,3
13208,Anoushka Shankar-Land of Gold- Live in Concert,Entertainment,Paid,2016-12-02 19:30:00,2016-12-02 00:00:00,Sir Mutha Venkatasubba Rao Concert Hall,Chennai,Music and Dance,3,1,1,1
13220,THE GREAT INDIA MARATHON,Sports,Paid,2016-11-27 05:30:00,2016-11-27 00:00:00,Light House.,Chennai,Sports,0,4,1,0
13222,DJ Concert by Jean du Voyage,Entertainment,Free,2016-11-16 23:30:00,2016-11-16 00:00:00,The Leather Bar @ The Park,Chennai,Music and Dance,0,1,0,3
13232,The Power of Beliefs by Mahatria Ra,Conferences,Paid,2016-12-11 16:00:00,2016-12-11 18:00:00,Madras University Centenary Hall,Chennai,Learning & Workshops,3,0,1,1
13233,FUTURE CAREER FAIR 2017,Conferences,Paid,2017-02-18 09:30:00,2017-02-18 15:30:00,TBD,Chennai,Conferences & Exhibitions,3,0,1,1
13236,Hybrid (50K),Sports,Paid,2016-11-20 05:00:00,2016-11-20 00:00:00,TRACK AND TRAIL/ CYCLOGEN OMR,Chennai,Sports,0,4,1,0
13238,Free First Aid Training,Conferences,Free,2016-11-13 10:00:00,2017-11-12 12:00:00,Kauvery Hospital,Trichy,Learning & Workshops,0,0,0,3
13254,T[WO]RUE LEGENDS,Entertainment,Paid,2016-11-20 19:00:00,2016-11-20 00:00:00,P.T. THYAGARAYA HALL A/C,Chennai,Theatre,0,1,1,3
13260,Yes I can run -5Km OMR Run ,Sports,Paid,2017-02-05 06:30:00,2017-02-05 00:00:00,Satyabhama College,Chennai,Sports Other,3,4,1,2
13261,Avid Runner - 10Km OMR Run,Sports,Paid,2017-02-05 06:00:00,2017-02-05 00:00:00,Satyabhama College,Chennai,Sports Other,3,4,1,2
13266,Somewhere Between the Sky and the Sea,Entertainment,Paid,2016-12-03 19:00:00,2016-12-04 20:45:00,Goethe Institut,Chennai,Theatre,3,1,1,1
13278,Free-5th Rohtak Marathon- 11K ,Sports,Free,2016-11-20 06:00:00,2016-11-20 00:00:00,Jat Collage Ground ,Rohtak,Sports,0,4,0,0
13292,10KM - CHENNAI INTERNATIONAL MARATHON,Sports,Paid,2017-02-19 05:30:00,2017-02-19 01:00:00,Kumararani meena muthiah college ground,Chennai,Sports Other,3,4,1,2
13298,Play : Land of Ashes and Diamonds,Entertainment,Free,2016-12-03 19:00:00,2016-12-03 00:00:00,Edouard Michelin Auditorium,Chennai,Theatre,3,1,0,1
13308,CINÉ CLUB : LE PÈRE NOËL,Entertainment,Free,2016-12-01 19:00:00,2016-12-01 00:00:00,Edouard Michelin Auditorium,Chennai,Movies,3,1,0,1
13352,WCCG Outskirts 100 km Ride 2017,Sports,Paid,2017-01-01 05:30:00,2017-01-01 12:30:00,Manivakkam high school,Chennai,Sports,3,4,1,2
13353,Ensomneacks Anthology #1,Entertainment,Paid,2017-01-07 16:00:00,2017-01-07 21:00:00,Alliance Francaise Chennai,Chennai,Theatre,3,1,1,1
13356,Tiger Run 2017,Sports,Paid,2017-01-29 06:00:00,2017-01-29 00:00:00,FIREBIRD INSTITUTE OF RESEARCH IN MANAGEMENT,Coimbatore,Sports,3,4,1,2
13390,MY COUNTRY RUN Corporate,Sports,Paid,2017-01-08 16:00:00,2017-01-08 00:00:00,Kanteerava Stadium,Bengaluru,Sports,3,4,1,2
13411,Please Dont Tell Bar,Entertainment,Paid,2017-01-11 20:00:00,2017-01-11 23:45:00,Crowne Plaza Chennai,Chennai,Variety,3,1,1,1
13420,LSoM 31st December 2016,Sports,Paid,2016-12-31 06:00:00,2016-12-31 09:30:00,Suyojit Road- Bapu Bridge,Nashik,Sports,3,4,1,2
13436,PEDAL TO PLANT WITH MUSTANGS,Sports,Free,2017-01-26 05:00:00,2017-01-26 12:30:00,"PROBIKERS, OMR",Chennai,Sports Other,3,4,0,2
13441,21KM - Marina Runnerz,Sports,Paid,2017-02-26 04:30:00,2017-02-26 00:00:00,Marina Beach,Chennai,Sports,3,4,1,2
13444,10K - Marina Runnerz,Sports,Paid,2017-02-26 05:00:00,2017-02-26 00:00:00,Marina Beach,Chennai,Sports,3,4,1,2
13449,Charity - Marina Runnerz,Sports,Paid,2017-02-26 00:00:00,2017-02-26 00:00:00,Marina Beach,Chennai,Sports Other,3,4,1,2
13450,Superchef- Kids Team (of 2),Entertainment,Paid,2017-02-04 00:00:00,2017-02-05 00:00:00,Contest- The Park Hotel,Chennai,Contests,3,1,1,1
13454,Mirchi Neon Run Coimbatore,Sports,Paid,2017-02-11 18:00:00,2017-02-11 00:00:00,"Codissia Grounds, Coimbatore.",Coimbatore,Sports,3,4,1,2
13455,Legends Marathon,Sports,Paid,2017-02-05 06:00:00,2017-02-05 00:00:00,Marina beach,Chennai,Sports,3,4,1,2
13460,5KM - AIRTEL RAN-O-THON,Sports,Free,2017-01-22 06:00:00,2017-01-22 00:00:00,MORABADHI GROUND,Ranchi,Sports,3,4,0,2
13462,10KM - AIRTEL RAN-O-THON,Sports,Paid,2017-01-22 06:00:00,2017-01-22 00:00:00,MORABADHI GROUND,Ranchi,Sports,3,4,1,2
13468,Ridley Run 2017,Sports,Paid,2017-03-05 06:00:00,2017-03-05 00:00:00,Palavakkam Beach,Chennai,Sports,1,4,1,0
13469,Mission Crusader 2K17,Sports,Paid,2017-02-05 05:30:00,2017-02-05 07:30:00,Easwari Engineering College,Chennai,Sports,3,4,1,2
13497,MTB - Track and Trail Gran Fondo,Sports,Paid,2017-01-29 05:15:00,2017-01-29 10:00:00,"Track and Trail store, Trichy",Trichy,Sports,3,4,1,2
13499,Physical Fitness Assessment ,Sports,Free,2017-01-15 10:00:00,2017-01-15 12:00:00,"3rd floor, Citimall",Mumbai,Sports,3,4,0,2
13514,Buy One Get One Free,Entertainment,Paid,2017-01-20 19:00:00,2017-01-22 20:00:00,Alliance Francaise of Madras ,Chennai,Theatre,3,1,1,1
16463,TCS World 10K Bangalore 2015,Sports,Paid,0000-00-00 00:00:00,0000-00-00 00:00:00,,,,0,4,1,0
16464,Standard Chartered Mumbai Marathon 2016,Sports,Paid,0000-00-00 00:00:00,0000-00-00 00:00:00,,,,0,4,1,0
16465,Airtel Delhi Half Marathon 2015,Sports,Paid,0000-00-00 00:00:00,0000-00-00 00:00:00,,,,0,4,1,0
16466,Tata Steel Kolkata 25K 2015,Sports,Paid,0000-00-00 00:00:00,0000-00-00 00:00:00,,,,0,4,1,0
16467,The Wipro Chennai Marathon 2014,Sports,Paid,0000-00-00 00:00:00,0000-00-00 00:00:00,,,,0,4,1,0
16468,Spice Coast Marathon 2016,Sports,Paid,2016-11-13 00:00:00,2016-11-13 00:00:00,Cochin,Cochin,,0,4,1,0
16469,Kaveri Trail Marathon 2016,Sports,Paid,2016-11-26 00:00:00,2016-11-26 00:00:00,,,,0,4,1,0
16471,IDBI Federal Life Insurance New Delhi Marathon 2017,Sports,Paid,2017-02-26 00:00:00,2017-02-26 00:00:00,,,,3,4,1,2
16473,Tamilnadu Marathon 2017,Sports,Paid,2017-02-05 00:00:00,2017-02-05 00:00:00,,,,3,4,1,2
16481,TCS World 10K Bangalore 2016,Sports,Paid,0000-00-00 00:00:00,0000-00-00 00:00:00,,,,0,4,1,0
16482,Standard Chartered Mumbai Marathon 2017,Sports,Paid,0000-00-00 00:00:00,0000-00-00 00:00:00,,,,0,4,1,0
16483,LSoM 29th January 2017,Sports,Paid,2017-01-29 06:30:00,2017-01-29 09:00:00,Suyojit Road- Bapu Bridge,Nashik,Sports,3,4,1,2
16484,Airtel Delhi Half Marathon 2016,Sports,Paid,0000-00-00 00:00:00,0000-00-00 00:00:00,,,,0,4,1,0
16485,Tata Steel Kolkata 25K 2016,Sports,Paid,0000-00-00 00:00:00,0000-00-00 00:00:00,,,,0,4,1,0
16487,The Wipro Chennai Marathon 2015,Sports,Paid,0000-00-00 00:00:00,0000-00-00 00:00:00,,,,0,4,1,0
16489,The Wipro Chennai Marathon 2016,Sports,Paid,2017-01-08 00:00:00,2017-01-08 00:00:00,,,,3,4,1,2
16495,Mirchi Neon Run Coimbatore,Sports,Paid,2017-02-11 18:00:00,2017-02-11 00:00:00,Codissia Grounds,Coimbatore,Sports,3,4,1,2
16499,Goya,Entertainment,Paid,2017-02-05 19:00:00,2017-02-05 00:00:00,Museum Theatre,Chennai,Music and Dance,3,1,1,1
16508,HALO WINGS,Sports,Paid,2017-02-12 05:30:00,2017-02-12 07:00:00,Anna University ,Chennai,Sports,3,4,1,2
16535,MEPZ RUN,Sports,Paid,2017-03-05 04:30:00,2017-03-05 10:00:00,"Mepz Campus,",Chennai,Sports,1,4,1,0
16586,Coimbatore Kiddathon,Sports,Paid,2017-02-26 06:30:00,2017-02-26 00:00:00,Racecourse,Coimbatore,Sports,3,4,1,2
16684,Chennai Runners Membership,Membership,Paid,2015-05-23 10:06:09,0000-00-00 00:00:00,,chennai,,1,2,1,6
16729,Mirchi Holi Run,Sports,Paid,2017-03-12 06:30:00,2017-03-12 00:00:00,YMCA Nandanam,Chennai,Sports,1,4,1,0
16746,Hybrid Vehicle,Conferences,Paid,2017-03-17 00:00:00,2017-03-18 00:00:00,MIT CAMPUS � ANNA UNIVERSITY,Chennai,Learning & Workshops,1,0,1,6
16760,2K Walk - Give a Brick Run,Sports,Paid,2017-08-20 05:00:00,2017-08-20 12:00:00,Olcott Memorial School,Chennai,Sports,2,4,1,5
16761,10K Run - Give a Brick Run ,Sports,Paid,2017-08-20 05:00:00,2017-08-20 12:00:00,Olcott Memorial School,Chennai,Sports,2,4,1,5
16764,Ride To Mpower,Sports,Paid,2017-03-26 00:00:00,2017-03-26 00:00:00,mumbai,mumbai,,1,4,1,0
16776,DCF-CPLD MARATHON,Sports,Paid,2017-04-02 04:00:00,2017-04-02 10:00:00,"Jothi theatre, Kathipara Junction - St. Thomas Mount",Chennai,Sports,1,4,1,0
16779,Chennai Runners,Entertainment,Paid,0000-00-00 00:00:00,0000-00-00 00:00:00,,,,0,1,1,3
16814,Nammai Marandarai Naam Marakkamattom - Dance Theatre Production,Entertainment,Free,2017-04-17 18:30:00,2017-04-17 20:30:00,Narada Gana Sabha,Chennai,Music and Dance,1,1,0,6
16817,WCCG Island 125KM Ride,Sports,Free,2017-03-26 05:00:00,2017-03-26 12:00:00,"TRACK & TRAIL - Bicycle Hub, Kodambakkam",Chennai,Sports,1,4,0,0
16825,Pallavaram Challengers,Sports,Paid,2017-04-16 00:00:00,2017-04-16 00:00:00,Pallavaram,Chennai,Sports,1,4,1,0
16848,CHENNAI MINI MARATHON,Sports,Free,2017-09-10 06:00:00,2017-09-10 12:00:00,Elliots Beach,Chennai,Sports,0,4,0,0
16870,TCS WORLD 10K BENGALURU 2017,Sports,Paid,2017-05-21 04:00:00,2017-05-21 08:00:00,Bengaluru,Bengaluru,Sports,1,4,1,0
16894,VV Roll the Wheels 2017,Sports,Paid,2017-04-16 05:00:00,2017-04-16 00:00:00,MRTS,Chennai,Sports,1,4,1,0
16947,Ride for Environment,Sports,Paid,2017-06-04 05:15:00,2017-06-04 10:45:00,Madhya Kailash,Chennai,Sports,2,4,1,5
16953,5K Run - Give a Brick Run,Sports,Paid,2017-08-20 05:00:00,2017-08-20 12:00:00,Olcott Memorial School,Chennai,Sports,2,4,1,5
16972,WCCG 200KM Night Ride,Sports,Free,2017-05-06 17:30:00,2017-05-07 07:00:00,Porur Toll Plaza,Chennai,Sports,1,4,0,0
16999,Gran Fondo - Chennai,Sports,Paid,2017-04-30 05:00:00,2017-04-30 10:30:00,Track & Trail ,Chennai,Sports,1,4,1,0
17010,Manali Challengers,Sports,Paid,2017-06-18 16:00:00,2017-06-18 20:00:00,"3572, 2nd Main Rd",Chennai,Sports,2,4,1,5
17013,Chennai Kidathon - 800M,Sports,Paid,2017-08-06 15:45:00,2017-08-06 18:30:00,Nehru Stadium,Chennai,Sports,2,4,1,5
17015,Chennai Kidathon - 400M,Sports,Paid,2017-08-06 16:15:00,2017-08-06 19:00:00,Nehru Stadium,Chennai,Sports,2,4,1,5
17016,Chennai Kidathon - 1600M,Sports,Paid,2017-08-06 15:00:00,2017-08-06 19:45:00,Nehru Stadium,Chennai,Sports,2,4,1,5
17017,Chennai Kidathon - 2000M,Sports,Paid,2017-08-06 19:45:00,2017-08-06 20:45:00,Nehru Stadium,Chennai,Sports,2,4,1,5
17094,DGL Madras 2017,Conferences,Free,2017-08-11 11:00:00,2017-08-12 00:00:00,Freemasons Hall,Chennai,Conferences & Exhibitions,2,0,0,4
17171,10K - Kauvery Hospital Trichy Marathon,Sports,Free,2017-09-24 04:45:00,2017-09-24 11:00:00,District court ,Trichy,Sports,0,4,0,0
17172,5K - Kauvery Hospital Trichy Marathon,Sports,Free,2017-09-24 04:45:00,2017-09-24 11:00:00,District court ,Trichy,Sports,0,4,0,0
17177,Success Mantra - The Path to Progress,Entertainment,Paid,2017-07-29 19:00:00,2017-07-29 21:00:00,"The Music Academy, Old No. 306, New No. 168, ",Chennai,Talk Shows,2,1,1,4
17178,The Wipro Chennai Marathon 2017,Sports,Paid,2017-12-03 04:00:00,2017-12-03 08:00:00,Chennai,Chennai,Sports Other,3,4,1,2
17197,Bonding With Ruskin,Entertainment,Paid,2017-06-23 19:15:00,2017-06-25 00:00:00,The Museum Theatre Chennai,Chennai,Theatre,2,1,1,4
17209,Carte Blanch Event Registration,Conferences,Paid,2017-02-17 09:30:00,2017-02-19 16:00:00,MIT Chrompet,Chennai,,3,0,1,1
17210,1.5K Budding Champ,Sports,Paid,2017-02-26 06:30:00,2017-02-26 00:00:00,Racecourse,Coimbatore,,3,4,1,2
17306,WCCG Mass 100K Ride,Sports,Paid,2017-06-11 05:15:00,2017-06-11 11:45:00,Just Buy Cycles,Chennai,Sports,2,4,1,5
17313,"Tamilnadu Cycling Club ITT2 (June 11,2017)",Sports,Paid,2017-06-11 06:00:00,2017-06-11 08:00:00,"Outer Ring Road, Chennai.",Chennai,Sports,2,4,1,5
17315,IDBI Federal Life Insurance Spice Coast Marathon 2017,Sports,Paid,2017-11-12 00:00:00,2017-11-12 00:00:00,Willingdon Island,Kochi,Sports Other,0,4,1,0
17336,21K- INNER STRENGTH HALF MARATHON 2017,Sports,Paid,2017-09-17 05:00:00,2017-09-17 08:30:00,Mayajaal,Chennai,Sports,0,4,1,0
17346,Avadi Cyruns GREENWAY ENDURANCE Ride,Sports,Paid,2017-06-18 05:00:00,2017-06-18 23:45:00,"JBC, Ambattur",Chennai,Sports,2,4,1,5
17357,10K- INNER STRENGTH HALF MARATHON 2017,Sports,Paid,2017-09-17 05:30:00,2017-09-17 08:00:00,Mayajaal,Chennai,Sports,0,4,1,0
17359,BOB I LUV CHENNAI 100 Km RIDE,Sports,Paid,2017-02-12 04:00:00,2017-02-12 13:00:00,Ciclo Cafe,Chennai,Sports,3,4,1,2
17360,SUPERCHEF-ADULTS TEAM(of 2),Entertainment,Paid,2017-02-04 00:00:00,2017-02-05 00:00:00,Contest- The Park Hotel ,Chennai,,3,1,1,1
17363,Mirchi Neon Run Coimbatore,Sports,Paid,2017-02-11 18:00:00,2017-02-11 00:00:00,Codissia Grounds,Coimbatore,Sports,3,4,1,2
17367,21KM - Marina Runnerz Offline,Sports,Free,2017-02-26 04:30:00,2017-02-26 00:00:00,Marina Beach,Chennai,Sports,3,4,0,2
17376,WCCG Highways 200,Sports,Free,2017-02-05 05:00:00,2017-02-05 18:30:00,"Pro-Bikers, OMR",Chennai,Sports,3,4,0,2
17387,10K or Family Fun Run - Trivandrum Marathon 2017,Sports,Paid,2017-12-09 00:00:00,2017-12-10 00:00:00,Manaveeyam Road,Trivandrum,"10Km,funrun,running",3,4,1,2
17388,Justus 10th Year Celebration,Entertainment,Paid,2017-06-24 15:30:00,2017-06-25 00:00:00,Alliance Francis,Chennai,Variety,2,1,1,4
17414,Crazy Mohan & Maadhu Balajis New Comedy Play MEENDUM CRAZY THIEVES ,Entertainment,Paid,2017-06-25 16:00:00,2017-06-25 18:00:00,Vani Mahal A/C,Chennai,Theatre,2,1,1,4
17425,SIA 70th Anniversary Car Rally - Chennai,Sports,Paid,2017-06-25 08:00:00,2017-06-25 11:00:00,Madras Christian College School Campus,Chennai,Sports,2,4,1,5
17435,CIYF Marathon,Sports,Paid,2017-08-20 04:00:00,2017-08-20 10:00:00,Besant nagar ,Chennai,Sports,2,4,1,5
17506,21K & 10K PORUR RACERS ANNIVERSARY RUN,Sports,Free,2017-07-16 05:00:00,2017-07-16 11:00:00,Madha Engineering College,Chennai,Sports,2,4,0,5
17511,Chennai Duathlon 2017,Sports,Paid,2017-10-08 04:30:00,2017-10-08 06:00:00,DLF Semmancheri,Chennai,Sports Other,0,4,1,0
17519,Pedal for Nature - 2,Sports,Paid,2017-07-23 04:30:00,2017-07-23 08:30:00,Probikers,Chennai,Sports,2,4,1,5
17521,Short + Sweet 2017 Week 1,Entertainment,Paid,2017-07-05 19:00:00,2017-07-09 21:00:00,"Alliance Francaise of Madras,",Chennai,Theatre,2,1,1,4
17524,Short + Sweet 2017 Week 2,Entertainment,Paid,2017-07-12 19:00:00,2017-07-15 21:00:00,"Alliance Francaise of Madras, 24, College Road,",Chennai,Theatre,2,1,1,4
17554,Go Green Kovaipudur Marathon,Sports,Paid,2017-09-10 04:00:00,2017-09-10 00:00:00,Kovaipudur,Coimbatore,Sports,0,4,1,0
17555,"Tamilnadu Cycling Club ITT3 (July 9, 2017)",Sports,Paid,2017-07-09 05:45:00,2017-07-09 09:00:00,"Start - Ahead of Kovalam Bus Stop, End - MGM & Ceremonies - Mayajaal",Chennai,Sports Other,2,4,1,5
17566,Road Rash ORR - Individual Time Trail,Sports,Paid,2017-07-15 06:00:00,2017-07-15 09:00:00,Chennai Outer Ring Road,Chennai,Sports,2,4,1,5
17595,WCCG Anniversary Awards and Dinner,Sports,Paid,2017-07-09 18:30:00,2017-07-09 21:00:00,Turyaa Chennai,Chennai,Sports,2,4,1,5
17597,Mirchi Neon Run ,Sports,Paid,2017-11-25 18:30:00,2017-11-25 00:00:00,YMCA College Of Physical Education,Chennai,"Sports,marathon",0,4,1,0
17604,21K or 42K - Trivandrum Marathon 2017,Sports,Paid,2017-12-09 00:00:00,2017-12-10 00:00:00,Manaveeyam Road,Trivandrum,"Full,half marathon,half",3,4,1,2
17678,Half Marathon - Kotak Wheelchair Marathon,Sports,Paid,2017-09-03 04:00:00,2017-09-03 00:00:00,Olcott Memorial Higher Secondary School,Chennai,Sports,0,4,1,0
17679,10K - Kotak Wheelchair Marathon,Sports,Paid,2017-09-03 04:30:00,2017-09-03 00:00:00,Olcott Memorial Higher Secondary School,Chennai,Sports,0,4,1,0
17680,5K - Kotak Wheelchair Marathon,Sports,Paid,2017-09-03 05:30:00,2017-09-03 00:00:00,Olcott Memorial Higher Secondary School,Chennai,Sports,0,4,1,0
17691,Tamilnadu Cycling Club Criterium Races 2017,Sports,Paid,2017-09-10 05:30:00,2017-09-10 09:15:00,MMSC Race Track ,Chennai,Sports,0,4,1,0
17695,10K Bhubaneshwar ,Sports,Paid,2018-01-07 05:30:00,2018-01-07 00:00:00,TBA,Bhubaneswar,"10K,marathon",3,4,1,2
17737,Cyclofun Individual 6KM ,Sports,Paid,2017-09-03 06:45:00,2017-09-03 10:00:00,Anna University,Chennai,Sports Other,0,4,1,0
17740,Cyclofun Individual 30KM ,Sports,Paid,2017-09-03 05:15:00,2017-09-03 00:00:00,Anna University,Chennai,Sports Other,0,4,1,0
17751,21KM & 10KM-Yeour Hill Half Marathon,Sports,Paid,2017-10-08 06:00:00,2017-10-08 00:00:00,KORUM MALL,Thane,Sports,0,4,1,0
17763,Chennai PedalBeat TCC SpinFondo-2,Sports,Paid,2017-09-03 06:00:00,2017-09-03 00:00:00,PedalBeat Chennai,Chennai,Sports,0,4,1,0
17768,GO:MADras IX,Entertainment,Paid,2017-09-16 12:00:00,2017-09-17 00:00:00,"Confluence Banquets and Resort,  ECR - OMR Junction ECR",Chennai,Music and Dance,0,1,1,3
17775,TEST GO:MADras IX TEST,Entertainment,Paid,2017-09-16 12:00:00,2017-09-17 00:00:00,"Confluence Banquets and Resort,  ECR - OMR Junction ECR",Chennai,Music and Dance,0,1,1,3
17781,TATA Mumbai Marathon 2018,Sports,Paid,2018-01-21 00:00:00,2018-01-21 00:00:00,Mumbai,Mumbai,"full,half,half marathon,10K,marathon",3,4,1,2
17813,Decathlon Kalenji 5k Run,Sports,Paid,2017-08-06 05:30:00,2017-08-06 08:00:00,Chettinad Sarvalokaa Education International School Kelambakam Chennai,Chennai,,2,4,1,5
17819,WCCG Newbie Ride,Sports,Paid,2017-08-15 06:00:00,2017-08-15 07:30:00,"Multiple Venues - OMR, Adyar, Kodambakkam, Tambaram",Chennai,,2,4,1,5
17830,Pedal2Seek,Sports,Paid,2017-08-26 05:30:00,2017-08-26 07:30:00,Surprise,Chennai,,2,4,1,5
17831,Karaikudi Marathon 2017,Sports,Free,2017-08-13 06:30:00,2017-08-13 09:30:00,Kauvery Medical Centre,Karaikudi,,2,4,0,5
17836,Mozart,Entertainment,Paid,2017-08-10 18:30:00,2017-08-10 20:30:00,"MUSEUM THEATRE, No 406, Pantheon Road,",Chennai,,2,1,1,4
17837,Automated robot workshop,Conferences,Paid,2017-09-03 09:30:00,2017-09-03 16:30:00,IIT Madras Research Park,Chennai,,0,0,1,3
17839,CODA – AUGUST RUSH,Entertainment,Paid,2017-08-08 19:00:00,2017-08-08 21:00:00,CHETTINAD RANI SEETHAI HALL,Chennai,,2,1,1,4
17840,Test,Conferences,Paid,2017-07-29 10:00:00,2017-07-29 11:00:00,Testing1,Chennai,,2,0,1,4
17844,In The Flow with Anna Olkinuora,Conferences,Paid,2017-08-04 18:00:00,2017-08-06 14:00:00,Lahe Lahe,Bengaluru,,2,0,1,4
17845,Ciné Club : LAURENCE ANYWAYS,Entertainment,Free,2017-08-10 19:00:00,2017-08-10 22:00:00,Edouard Michelin Auditorium,Chennai,,2,1,0,4
17846,Ciné Club : LAURENCE ANYWAYS,Entertainment,Free,2017-08-20 16:00:00,2017-08-20 19:00:00,Edouard Michelin Auditorium,Chennai,,2,1,0,4
17847,Ciné Club : LA FILLE DU PATRON,Entertainment,Free,2017-08-20 19:00:00,2017-08-20 22:00:00,Edouard Michelin Auditorium,Chennai,,2,1,0,4
17850,Holistic Wellness for Pregnant Women,Conferences,Paid,2017-08-13 14:00:00,2017-08-13 17:30:00,Hotel Savera,Chennai,,2,0,1,4
17860,What is UX and how it is impacting everybodys life in India - Free webinar,Conferences,Free,2017-08-13 10:00:00,2017-08-13 11:30:00,Online Webinar,Chennai,,2,0,0,4
17871,Tinsel Rangi Presents - Adi and Ashi&apos;s Indian Adventure ,Conferences,Paid,2017-09-16 09:00:00,2017-09-16 00:00:00,Sir Mutha Venkata Subba Rao Concert Hall ,Chennai,,0,0,1,3
17954,Paintball at Take Diversion (RELOAD),Entertainment,Free,2017-08-24 11:00:00,2017-12-31 17:00:00,Take Diversion,Chennai,"Sports,paintball,teamsport,re-load,takediversion",2,1,0,4
17958,WCCG Tenacity 110 Kms Ride,Sports,Free,2017-09-17 04:30:00,2017-09-17 12:00:00,Pro-Bikers,Chennai,Sports,0,4,0,0
18016,Vedanta Roller Skating Championship,Sports,Paid,2017-11-12 00:00:00,2017-11-12 00:00:00,THE VEDANTA ACADEMY,Chennai,Sports,0,4,1,0
18059,Grab the Crab-An Initiative for Breast Cancer Awareness by Vijaya Group of Hospitals,Sports,Free,2017-10-07 04:30:00,2017-10-07 09:00:00,Besant Nagar,Chennai,Sports,0,4,0,0
18064,Kalenji 5K and 10K run,Sports,Free,2017-10-08 05:15:00,2017-10-08 08:00:00,Decathlon OMR Padur,Chennai,Sports,0,4,0,0
18087,MWC MARATHON 2017,Sports,Paid,2017-11-12 05:30:00,2017-11-12 07:00:00,Mahindra World City,Chennai,Sports,0,4,1,0
18093,Airtel Delhi Half Marathon 2017,Sports,Paid,2017-11-19 00:00:00,2017-11-19 00:00:00,Delhi,Delhi,Sports,0,4,1,0
18131,World Mental Health Day Ride,Sports,Free,2017-10-01 05:00:00,2017-10-01 10:00:00,Pro-Bikers,Chennai,Sports,0,4,0,0
18144,Yogathon (Yoga + Marathon),Sports,Free,2017-11-26 06:00:00,2017-11-26 08:30:00,Elliots Beach,Chennai,Sports,0,4,0,0
18158,D2D Running,Sports,Paid,2018-01-07 00:00:00,2018-01-07 00:00:00,Anna University Campus,Chennai,"Sports,3K,5K,10K,21K,half,half marathon,42K,fullmarathon,ultra",3,4,1,2
18163,D2D Running+Cycling,Sports,Paid,2018-01-07 00:00:00,2018-01-07 00:00:00,Anna University Campus,Chennai,Sports,3,4,1,2
18171,Alex in Wonderland- A solo stand-up special powered by Music and Tamil,Entertainment,Free,2017-12-16 16:00:00,2017-12-16 00:00:00,Sir Mutha Venkatasubbarao Concert Hall,Chennai,Comedy,3,1,0,1
18189,Cine Club : Nocturama,Entertainment,Paid,2017-10-19 19:00:00,2017-10-19 21:15:00,Edouard Michelin Auditorium,Chennai,Movies,0,1,1,3
18190,Cine Club : Nocturama,Entertainment,Paid,2017-10-29 19:00:00,2017-10-29 21:15:00,Edouard Michelin Auditorium,Chennai,Movies,0,1,1,3
18217,Diwali Fun Fest - Sid Sriram Live in Concert,Entertainment,Paid,2017-10-14 18:00:00,2017-10-15 00:00:00,Sir Mutha Venkatasubba Rao Concert Hall,Chennai,Music and Dance,0,1,1,3
18250,RIDE FOR PRIDE WITH MUSTANGS,Sports,Paid,2017-11-26 00:00:00,2017-11-26 00:00:00,Pro-Bikers,Chennai,,0,4,1,0
18257,21K-MARINA RUNNERZ MARATHON 2018,Sports,Paid,2018-02-25 00:00:00,2018-02-25 00:00:00,VGP Universal Kingdom,Chennai,"half,half marathon,marathon",3,4,1,2
18258,10K-MARINA RUNNERZ MARATHON 2018,Sports,Free,2018-02-25 00:00:00,2018-02-25 00:00:00,VGP Universal Kingdom,Chennai,"10K,marathon",3,4,0,2
18259,5K-MARINA RUNNERZ MARATHON 2018,Sports,Free,2018-02-25 00:00:00,2018-02-25 00:00:00,VGP Universal Kingdom,Chennai,"5K,marathon",3,4,0,2
