event_edition_id,event_name,event_category,registration_type,start_date,end_date,venue,city,event_tags
17177,Success Mantra - The Path to Progress,Entertainment,Paid,2017-07-29 19:00:00,2017-07-29 21:00:00,"The Music Academy, Old No. 306, New No. 168, ",Chennai,Talk Shows
17178,The Wipro Chennai Marathon 2017,Sports,Paid,2017-12-03 04:00:00,2017-12-03 08:00:00,Chennai,Chennai,Sports Other
17197,Bonding With Ruskin,Entertainment,Paid,2017-06-23 19:15:00,2017-06-25 00:00:00,The Museum Theatre Chennai,Chennai,Theatre
17209,Carte Blanch Event Registration,Conferences,Paid,2017-02-17 09:30:00,2017-02-19 16:00:00,MIT Chrompet,Chennai,
17210,1.5K Budding Champ,Sports,Paid,2017-02-26 06:30:00,2017-02-26 00:00:00,Racecourse,Coimbatore,
17306,WCCG Mass 100K Ride,Sports,Paid,2017-06-11 05:15:00,2017-06-11 11:45:00,Just Buy Cycles,Chennai,Sports
17313,"Tamilnadu Cycling Club ITT2 (June 11,2017)",Sports,Paid,2017-06-11 06:00:00,2017-06-11 08:00:00,"Outer Ring Road, Chennai.",Chennai,Sports
17315,IDBI Federal Life Insurance Spice Coast Marathon 2017,Sports,Paid,2017-11-12 00:00:00,2017-11-12 00:00:00,Willingdon Island,Kochi,Sports Other
17336,21K- INNER STRENGTH HALF MARATHON 2017,Sports,Paid,2017-09-17 05:00:00,2017-09-17 08:30:00,Mayajaal,Chennai,Sports
17346,Avadi Cyruns GREENWAY ENDURANCE Ride,Sports,Paid,2017-06-18 05:00:00,2017-06-18 23:45:00,"JBC, Ambattur",Chennai,Sports
17357,10K- INNER STRENGTH HALF MARATHON 2017,Sports,Paid,2017-09-17 05:30:00,2017-09-17 08:00:00,Mayajaal,Chennai,Sports
17359,BOB I LUV CHENNAI 100 Km RIDE,Sports,Paid,2017-02-12 04:00:00,2017-02-12 13:00:00,Ciclo Cafe,Chennai,Sports
17360,SUPERCHEF-ADULTS TEAM(of 2),Entertainment,Paid,2017-02-04 00:00:00,2017-02-05 00:00:00,Contest- The Park Hotel ,Chennai,
17363,Mirchi Neon Run Coimbatore,Sports,Paid,2017-02-11 18:00:00,2017-02-11 00:00:00,Codissia Grounds,Coimbatore,Sports
17367,21KM - Marina Runnerz Offline,Sports,Free,2017-02-26 04:30:00,2017-02-26 00:00:00,Marina Beach,Chennai,Sports
17376,WCCG Highways 200,Sports,Free,2017-02-05 05:00:00,2017-02-05 18:30:00,"Pro-Bikers, OMR",Chennai,Sports
17387,10K or Family Fun Run - Trivandrum Marathon 2017,Sports,Paid,2017-12-09 00:00:00,2017-12-10 00:00:00,Manaveeyam Road,Trivandrum,"10Km,funrun,running"
17388,Justus 10th Year Celebration,Entertainment,Paid,2017-06-24 15:30:00,2017-06-25 00:00:00,Alliance Francis,Chennai,Variety
17414,Crazy Mohan & Maadhu Balajis New Comedy Play MEENDUM CRAZY THIEVES ,Entertainment,Paid,2017-06-25 16:00:00,2017-06-25 18:00:00,Vani Mahal A/C,Chennai,Theatre
17425,SIA 70th Anniversary Car Rally - Chennai,Sports,Paid,2017-06-25 08:00:00,2017-06-25 11:00:00,Madras Christian College School Campus,Chennai,Sports
17435,CIYF Marathon,Sports,Paid,2017-08-20 04:00:00,2017-08-20 10:00:00,Besant nagar ,Chennai,Sports
17506,21K & 10K PORUR RACERS ANNIVERSARY RUN,Sports,Free,2017-07-16 05:00:00,2017-07-16 11:00:00,Madha Engineering College,Chennai,Sports
17511,Chennai Duathlon 2017,Sports,Paid,2017-10-08 04:30:00,2017-10-08 06:00:00,DLF Semmancheri,Chennai,Sports Other
17519,Pedal for Nature - 2,Sports,Paid,2017-07-23 04:30:00,2017-07-23 08:30:00,Probikers,Chennai,Sports
17521,Short + Sweet 2017 Week 1,Entertainment,Paid,2017-07-05 19:00:00,2017-07-09 21:00:00,"Alliance Francaise of Madras,",Chennai,Theatre
17524,Short + Sweet 2017 Week 2,Entertainment,Paid,2017-07-12 19:00:00,2017-07-15 21:00:00,"Alliance Francaise of Madras, 24, College Road,",Chennai,Theatre
17554,Go Green Kovaipudur Marathon,Sports,Paid,2017-09-10 04:00:00,2017-09-10 00:00:00,Kovaipudur,Coimbatore,Sports
17555,"Tamilnadu Cycling Club ITT3 (July 9, 2017)",Sports,Paid,2017-07-09 05:45:00,2017-07-09 09:00:00,"Start - Ahead of Kovalam Bus Stop, End - MGM & Ceremonies - Mayajaal",Chennai,Sports Other
17566,Road Rash ORR - Individual Time Trail,Sports,Paid,2017-07-15 06:00:00,2017-07-15 09:00:00,Chennai Outer Ring Road,Chennai,Sports
17595,WCCG Anniversary Awards and Dinner,Sports,Paid,2017-07-09 18:30:00,2017-07-09 21:00:00,Turyaa Chennai,Chennai,Sports
17597,Mirchi Neon Run ,Sports,Paid,2017-11-25 18:30:00,2017-11-25 00:00:00,YMCA College Of Physical Education,Chennai,"Sports,marathon"
17604,21K or 42K - Trivandrum Marathon 2017,Sports,Paid,2017-12-09 00:00:00,2017-12-10 00:00:00,Manaveeyam Road,Trivandrum,"Full,half marathon,half"
17678,Half Marathon - Kotak Wheelchair Marathon,Sports,Paid,2017-09-03 04:00:00,2017-09-03 00:00:00,Olcott Memorial Higher Secondary School,Chennai,Sports
17679,10K - Kotak Wheelchair Marathon,Sports,Paid,2017-09-03 04:30:00,2017-09-03 00:00:00,Olcott Memorial Higher Secondary School,Chennai,Sports
17680,5K - Kotak Wheelchair Marathon,Sports,Paid,2017-09-03 05:30:00,2017-09-03 00:00:00,Olcott Memorial Higher Secondary School,Chennai,Sports
17691,Tamilnadu Cycling Club Criterium Races 2017,Sports,Paid,2017-09-10 05:30:00,2017-09-10 09:15:00,MMSC Race Track ,Chennai,Sports
17695,10K Bhubaneshwar ,Sports,Paid,2018-01-07 05:30:00,2018-01-07 00:00:00,TBA,Bhubaneswar,"10K,marathon"
17737,Cyclofun Individual 6KM ,Sports,Paid,2017-09-03 06:45:00,2017-09-03 10:00:00,Anna University,Chennai,Sports Other
17740,Cyclofun Individual 30KM ,Sports,Paid,2017-09-03 05:15:00,2017-09-03 00:00:00,Anna University,Chennai,Sports Other
17751,21KM & 10KM-Yeour Hill Half Marathon,Sports,Paid,2017-10-08 06:00:00,2017-10-08 00:00:00,KORUM MALL,Thane,Sports
17763,Chennai PedalBeat TCC SpinFondo-2,Sports,Paid,2017-09-03 06:00:00,2017-09-03 00:00:00,PedalBeat Chennai,Chennai,Sports
17768,GO:MADras IX,Entertainment,Paid,2017-09-16 12:00:00,2017-09-17 00:00:00,"Confluence Banquets and Resort,  ECR - OMR Junction ECR",Chennai,Music and Dance
17775,TEST GO:MADras IX TEST,Entertainment,Paid,2017-09-16 12:00:00,2017-09-17 00:00:00,"Confluence Banquets and Resort,  ECR - OMR Junction ECR",Chennai,Music and Dance
17781,TATA Mumbai Marathon 2018,Sports,Paid,2018-01-21 00:00:00,2018-01-21 00:00:00,Mumbai,Mumbai,"full,half,half marathon,10K,marathon"
17813,Decathlon Kalenji 5k Run,Sports,Paid,2017-08-06 05:30:00,2017-08-06 08:00:00,Chettinad Sarvalokaa Education International School Kelambakam Chennai,Chennai,
17819,WCCG Newbie Ride,Sports,Paid,2017-08-15 06:00:00,2017-08-15 07:30:00,"Multiple Venues - OMR, Adyar, Kodambakkam, Tambaram",Chennai,
17830,Pedal2Seek,Sports,Paid,2017-08-26 05:30:00,2017-08-26 07:30:00,Surprise,Chennai,
17831,Karaikudi Marathon 2017,Sports,Free,2017-08-13 06:30:00,2017-08-13 09:30:00,Kauvery Medical Centre,Karaikudi,
17836,Mozart,Entertainment,Paid,2017-08-10 18:30:00,2017-08-10 20:30:00,"MUSEUM THEATRE, No 406, Pantheon Road,",Chennai,
17837,Automated robot workshop,Conferences,Paid,2017-09-03 09:30:00,2017-09-03 16:30:00,IIT Madras Research Park,Chennai,
17839,CODA – AUGUST RUSH,Entertainment,Paid,2017-08-08 19:00:00,2017-08-08 21:00:00,CHETTINAD RANI SEETHAI HALL,Chennai,
17840,Test,Conferences,Paid,2017-07-29 10:00:00,2017-07-29 11:00:00,Testing1,Chennai,
17844,In The Flow with Anna Olkinuora,Conferences,Paid,2017-08-04 18:00:00,2017-08-06 14:00:00,Lahe Lahe,Bengaluru,
17845,Ciné Club : LAURENCE ANYWAYS,Entertainment,Free,2017-08-10 19:00:00,2017-08-10 22:00:00,Edouard Michelin Auditorium,Chennai,
17846,Ciné Club : LAURENCE ANYWAYS,Entertainment,Free,2017-08-20 16:00:00,2017-08-20 19:00:00,Edouard Michelin Auditorium,Chennai,
17847,Ciné Club : LA FILLE DU PATRON,Entertainment,Free,2017-08-20 19:00:00,2017-08-20 22:00:00,Edouard Michelin Auditorium,Chennai,
17850,Holistic Wellness for Pregnant Women,Conferences,Paid,2017-08-13 14:00:00,2017-08-13 17:30:00,Hotel Savera,Chennai,
17860,What is UX and how it is impacting everybodys life in India - Free webinar,Conferences,Free,2017-08-13 10:00:00,2017-08-13 11:30:00,Online Webinar,Chennai,
17871,Tinsel Rangi Presents - Adi and Ashi&apos;s Indian Adventure ,Conferences,Paid,2017-09-16 09:00:00,2017-09-16 00:00:00,Sir Mutha Venkata Subba Rao Concert Hall ,Chennai,
17954,Paintball at Take Diversion (RELOAD),Entertainment,Free,2017-08-24 11:00:00,2017-12-31 17:00:00,Take Diversion,Chennai,"Sports,paintball,teamsport,re-load,takediversion"
17958,WCCG Tenacity 110 Kms Ride,Sports,Free,2017-09-17 04:30:00,2017-09-17 12:00:00,Pro-Bikers,Chennai,Sports
18016,Vedanta Roller Skating Championship,Sports,Paid,2017-11-12 00:00:00,2017-11-12 00:00:00,THE VEDANTA ACADEMY,Chennai,Sports
18059,Grab the Crab-An Initiative for Breast Cancer Awareness by Vijaya Group of Hospitals,Sports,Free,2017-10-07 04:30:00,2017-10-07 09:00:00,Besant Nagar,Chennai,Sports
18064,Kalenji 5K and 10K run,Sports,Free,2017-10-08 05:15:00,2017-10-08 08:00:00,Decathlon OMR Padur,Chennai,Sports
18087,MWC MARATHON 2017,Sports,Paid,2017-11-12 05:30:00,2017-11-12 07:00:00,Mahindra World City,Chennai,Sports
18093,Airtel Delhi Half Marathon 2017,Sports,Paid,2017-11-19 00:00:00,2017-11-19 00:00:00,Delhi,Delhi,Sports
18131,World Mental Health Day Ride,Sports,Free,2017-10-01 05:00:00,2017-10-01 10:00:00,Pro-Bikers,Chennai,Sports
18144,Yogathon (Yoga + Marathon),Sports,Free,2017-11-26 06:00:00,2017-11-26 08:30:00,Elliots Beach,Chennai,Sports
18158,D2D Running,Sports,Paid,2018-01-07 00:00:00,2018-01-07 00:00:00,Anna University Campus,Chennai,"Sports,3K,5K,10K,21K,half,half marathon,42K,fullmarathon,ultra"
18163,D2D Running+Cycling,Sports,Paid,2018-01-07 00:00:00,2018-01-07 00:00:00,Anna University Campus,Chennai,Sports
18171,Alex in Wonderland- A solo stand-up special powered by Music and Tamil,Entertainment,Free,2017-12-16 16:00:00,2017-12-16 00:00:00,Sir Mutha Venkatasubbarao Concert Hall,Chennai,Comedy
18189,Cine Club : Nocturama,Entertainment,Paid,2017-10-19 19:00:00,2017-10-19 21:15:00,Edouard Michelin Auditorium,Chennai,Movies
18190,Cine Club : Nocturama,Entertainment,Paid,2017-10-29 19:00:00,2017-10-29 21:15:00,Edouard Michelin Auditorium,Chennai,Movies
18217,Diwali Fun Fest - Sid Sriram Live in Concert,Entertainment,Paid,2017-10-14 18:00:00,2017-10-15 00:00:00,Sir Mutha Venkatasubba Rao Concert Hall,Chennai,Music and Dance
18250,RIDE FOR PRIDE WITH MUSTANGS,Sports,Paid,2017-11-26 00:00:00,2017-11-26 00:00:00,Pro-Bikers,Chennai,
18257,21K-MARINA RUNNERZ MARATHON 2018,Sports,Paid,2018-02-25 00:00:00,2018-02-25 00:00:00,VGP Universal Kingdom,Chennai,"half,half marathon,marathon"
18258,10K-MARINA RUNNERZ MARATHON 2018,Sports,Free,2018-02-25 00:00:00,2018-02-25 00:00:00,VGP Universal Kingdom,Chennai,"10K,marathon"
18259,5K-MARINA RUNNERZ MARATHON 2018,Sports,Free,2018-02-25 00:00:00,2018-02-25 00:00:00,VGP Universal Kingdom,Chennai,"5K,marathon"
18266,Decathlon Sports Utsav Run,Sports,Paid,2017-11-12 06:00:00,2017-11-12 09:00:00,Decathlon OMR Padur,Chennai,
18300,1KM and 3KM OMR Kidathon 2017,Sports,Paid,2017-11-19 06:15:00,2017-11-19 00:00:00,Dlf Garden City,Chennai,
18301,5KM and 10KM OMR Kidathon 2017,Sports,Free,2017-11-19 06:00:00,2017-11-19 00:00:00,Dlf Garden City,Chennai,
18304,Velachery Challengers,Sports,Free,2017-12-24 00:00:00,2017-12-24 00:00:00,Velachery,Chennai,"Sports,skating,kids,challengers"
18305,Ultra Running Challenge 2017,Sports,Paid,2017-11-15 00:00:00,2017-11-15 00:00:00,TBA,Chennai,
18330,Special walkathon,Sports,Paid,2017-12-10 00:00:00,2017-12-10 00:00:00,Nehru Stadium,Coimbatore,"1Km,5Km,walkathon"
18368,10K - JBG Kolkata Trail Run 2018,Sports,Free,2018-01-07 00:00:00,2018-01-07 00:00:00,Godrej Waterside IT Park,Kolkata,"10K,marathon"
18439,Dream Run 6K Jaipur Marathon,Sports,Paid,2018-02-04 00:00:00,2018-02-04 00:00:00,Albert Hall,Jaipur,"6K,marathon"
18604,21KM-MEPZ Run,Sports,Paid,2019-03-03 05:00:00,2019-03-03 10:00:00,MEPZ Economical Zone,Chennai,"half,half marathon,marathon"
18605,10KM-MEPZ Run,Sports,Paid,2018-03-04 05:00:00,2019-03-03 00:00:00,MEPZ Economical Zone,Chennai,"10K,marathon"
18684,FIONIS presents a 50 days of Fitness Challenge,Sports,Free,2018-02-18 00:00:00,2018-02-18 00:00:00,OMR,Chennai,"fitness,challenge"
18795,21K - COOL RUNNERS HALF-MARATHON 2018,Sports,Paid,2018-02-04 00:00:00,2018-02-04 00:00:00,YMCA,Chennai,"21k,half,half marathon"
18796,10K - COOL RUNNERS HALF-MARATHON 2018,Sports,Paid,2018-02-04 00:00:00,2018-02-04 00:00:00,YMCA Ground,Chennai,"10K,10KM"
18803,Margazhi Utsav,Entertainment,Paid,2017-12-23 00:00:00,2018-01-01 00:00:00,Thoraipakkam,Chennai,"carnatic,music,vocal,instrumental,saxophone,namasankeerthanam,spiritual,comedy,crazy mohan,dance event,bharatanatyam"
18807,1.5KM(8-13yrs) MIRCHI KIDDATHON COIMBATORE,Sports,Paid,2018-01-21 00:00:00,2018-01-21 00:00:00,"Bishop Appasamy College of Arts & Science, Race Course",Coimbatore,
18811,FITNESS FEST 2018,Sports,Paid,2018-02-18 06:00:00,2018-02-18 00:00:00,PBEL city,Chennai,
18818,Alex in Wonderland - A solo stand-up special powered by Music and Tamil,Entertainment,Paid,2018-04-28 16:00:00,2018-04-28 00:00:00,The Music Academy,Chennai,Comedy
18830,DECATHLON Run Series - JANUARY Healthy Family Run,Sports,Paid,2018-01-07 00:00:00,2018-01-07 00:00:00,Decathlon OMR Padur,Chennai,"chennai,1K,5k,10K,Marathon"
18832,OMR Trailblazers Anniversary Run 2018,Sports,Paid,2018-01-27 00:00:00,2018-01-27 00:00:00,MGM Beach Resorts,Chennai,"5km,5k,5k run"
18852,Superchef- Kids Team (of 2),Entertainment,Paid,2018-02-03 00:00:00,2018-02-04 00:00:00,Contest- The Park Hotel,Chennai,Contests
18928,The German National Youth Orchestra LIVE in CONCERT Western Classical Music,Entertainment,Free,2018-01-25 00:00:00,2018-01-25 00:00:00,The Music Academy,Chennai,
18935,Mirchi Holi Run,Sports,Paid,2018-03-04 06:00:00,2018-03-04 10:00:00,YMCA,Chennai,"dj party,music and dance,party,kids marathon,fun activities"
18952,KK Nagar Challengers,Sports,Paid,2018-02-25 16:00:00,2018-02-25 00:00:00,Opposite to KK Nagar Police Station,Chennai,"Sports,skating,kids,challengers"
18955,Annur Marathon 2018 - 21K and 10K,Sports,Paid,2018-02-25 00:00:00,2018-02-25 00:00:00,Swami Vivekanandha Matriculation Higher Secondary School,Annur,
18973,ADI AND ASHIS INDIAN ADVENTURE,Entertainment,Paid,2018-02-11 00:00:00,2018-02-11 00:00:00,Sir Mutha Venkatasubba Rao Concert Hall,Chennai,
19031,Chennai Mara-M-Thon,Sports,Paid,2018-02-18 05:00:00,2018-02-18 09:00:00,Elliots Beach,Chennai,"awareness marathon on  save farming  run,running,marathon"
19137,Decathlon Championship,Sports,Paid,2018-02-18 16:00:00,2018-02-18 18:00:00,Decathlon POONAMALLEE,Chennai,"Sports,skating,kids,challengers"
19156,HI FOCUS : NIPLT20 season 2,Sports,Free,2018-02-10 00:00:00,2018-02-21 23:45:00,chennai,Chennai,
19217,DECATHLON Run Series - Run for Women Who INSPIRE you !,Sports,Paid,2018-03-11 06:00:00,2018-03-11 07:30:00,Decathlon OMR Padur,Chennai,
19248,TCS World 10K Bengaluru 2018,Sports,Free,2018-05-27 00:00:00,2018-05-27 00:00:00,kk mall,Bengaluru,"popularraces,10k,6k"
19253,The Mamahood Project,Entertainment,Paid,2018-03-23 09:30:00,2018-03-23 00:00:00,"Park Hyatt, Velachery",Chennai,
19294,MWC MARATHON 2018,Sports,Paid,2018-10-14 04:00:00,2018-10-14 09:30:00,Mahindra World City,Chennai,"SPORTS,familyrun,MWC,42k,21k,10k,5k,popularraces,1k,runforgirlchild,mwcmarathon,run"
19339,Mom and Me Or Dad and Me ( 0.7KM ) - Age 2-6 Only,Sports,Paid,2018-05-06 07:00:00,2018-05-06 00:00:00,Jawaharlal Nehru Stadium,Chennai,
19536,VADODARA INTERNATIONAL MARATHON,Sports,Paid,2019-01-06 00:00:00,2019-01-06 00:00:00,Navlakhi Ground,Vadodara,
19572,Tamilnadu Cycling Club - ITT1 2018-19,Sports,Paid,2018-05-13 05:45:00,2018-05-13 08:45:00,"Start point: Mayajaal, ECR, Uthandi",Chennai,"SPORTS,chennai cycling,TIMETRIAL"
19587,Six Fable Cart,Entertainment,Paid,2018-06-09 19:00:00,2018-06-09 21:00:00,Alliance Fran�aise of Madras,Chennai,"play,comedy,Tanglish,Stage,theatre,drama,eventinchennai,english,artist,emotion,Script,Actor,Director,entertainment,fun,rehersals,alliance,Brats,LightandBlind Production,Studio,alliancefrancaise,francis,alliance francis,Chennai Theatre,chennaitheatre,eventjini,events,shows,tamil,tamil nadu,hindi,audience,stand-up,standupcomedy"
19609,WCCG Mass 100km Ride,Sports,Paid,2018-06-17 05:00:00,2018-06-17 11:00:00,Track and Trail - Showrooms,Chennai,"chennai cycling,bicycling,endurance sports"
19631,Chennai Kidathon - 400M,Sports,Paid,2018-08-12 16:45:00,2018-08-12 19:45:00,Jawaharlal Nehru Stadium,Chennai,"Sports,funru,400mts"
19632,Chennai Kidathon - 800M,Sports,Paid,2018-08-12 16:15:00,2018-08-12 19:00:00,Jawaharlal Nehru Stadium,Chennai,Sports
19635,Chennai Kidathon - 2000M,Sports,Paid,2018-08-12 19:45:00,2018-08-12 20:45:00,Jawaharlal Nehru Stadium,Chennai,Sports
19656,TCC Roller Coaster ORR Individual Time Trial Powered by Montra,Sports,Paid,2018-06-10 05:30:00,2018-06-10 09:30:00,Chennai Outer Ring Road,Chennai,cycling event
19704,KAKCHING WORLD WAR II MEMORIAL RUN MANIPUR,Sports,Paid,2018-09-09 06:30:00,2018-09-09 00:00:00,Kakching Aerodrome,Kakching,
19784,Decathlon Run Series - Fun Run,Sports,Paid,2018-07-15 05:00:00,2018-07-15 08:30:00,Decathlon OMR Padur,Chennai,"sports running,decathlon,fitnessrun,zumba"
19785,TCC Scenic ECR Twist ITT powered by Montra ,Sports,Paid,2018-07-08 05:30:00,2018-07-08 08:15:00,"Start point: Mayajaal, ECR, Uthandi",Chennai,"sports,chennai cycling,Time Trial"
19792,VV-Tri-Athlon,Sports,Paid,2018-07-28 14:00:00,2018-07-28 20:00:00,Velachery Aquatic Complex,Chennai,"VVTriathlon,VVTri,triathlon,Sprint,Olympic,swimming,Cycling,Running,VVians,VibrantVelachery,Tri"
19797,Hydrabad Triathlon report event,Sports,Paid,2018-06-28 00:00:00,2018-06-28 00:00:00,kk mall,Chennai,
19831,Tamilnadu Cycling Club Criterium Races 2018,Sports,Paid,2018-09-16 00:00:00,2018-09-16 11:00:00,MMSC Race Track,Chennai,
19849,Alex in Wonderland- A solo stand-up special powered by Music and Tamil,Entertainment,Paid,2018-11-25 18:30:00,2018-11-25 21:00:00,Music academy,Chennai,Comedy
19878,TATA Mumbai Marathon 2019,Sports,Free,2019-01-20 00:00:00,2019-01-20 00:00:00,Mumbai,Mumbai,popularraces
19881,TCC Scenic ECR Powered by Montra ( ITT 4),Sports,Paid,2018-08-12 05:30:00,2018-08-12 08:30:00,Mayajaal Multiplex,Chennai,
19903,Gran Fondo - Chennai,Sports,Paid,2018-08-25 00:00:00,2018-08-25 00:00:00,Bicycle Hub,Chennai,"cycling event,cycle ride,ride for next gen,granfondo,ride for fun,national sports day"
19907,Madras Kids Run - 2018,Sports,Paid,2018-09-23 08:00:00,2018-09-27 00:00:00,Jawaharlal Nehru Stadium,Chennai,
19917,TCC Kids Race 2018 powered by Ridley!,Sports,Paid,2018-09-16 09:00:00,2018-09-16 11:30:00,This event will be conducted in the Irungattukottai Madras Motor Race Track(MMRT),Chennai,
19919,Airtel Delhi Half Marathon 2018,Sports,Free,2018-10-21 00:00:00,2018-10-21 00:00:00,"Jawaharlal Nehru Stadium, Delhi",Delhi,popularraces
19983,HAPPY FEET 2018,Sports,Paid,2018-09-30 05:30:00,2018-09-30 11:00:00,Madras Christian College Higher Secondary School,Chennai,"marathon run,marathon event,running events in chennai,sports running,running events in chennai,kids running,kids run"
20032,CHROMA RUN 18,Sports,Paid,2018-09-23 06:00:00,2018-09-23 10:00:00,SRM University,Chennai,"marathon run,marathon event,running events in chennai,runners,sports running,fitnessrun,fitness"
20073,DAV Alumini Re-union,Conferences,Paid,2018-12-14 00:00:00,2018-12-16 00:00:00,TBD,Chennai,
20079,FOR 1 TICKET,Sports,Paid,2018-10-13 18:00:00,2018-10-13 21:30:00,VGP Golden Beach Resort,Chennai,"neon,3k run,dj party,fun run,popularraces"
20123,Pune Half Marathon,Sports,Paid,2018-09-27 00:00:00,2018-12-31 00:00:00,NA,Pune,
20134,Ride for Pride - Cyclothon 2018,Sports,Paid,2018-10-14 05:00:00,2018-10-14 09:00:00,"D.B. Jain College, Thoraipakkam",Chennai,"cyclothon,chennai,Cause,Nethra,cycle,fundraiser,rideforpride,good cause,chennai cycling"
20142,DATRI Light up a Life Challenge,Sports,Paid,2018-11-01 00:00:00,2018-11-30 00:00:00,India,Chennai,"fitness,diwali,running,walking,cycling,gift a life"
20147,Tata Steel Kolkata - 2018,Sports,Free,2018-12-16 00:00:00,2018-12-16 00:00:00,TBD,Kolkata,popularraces
20209,Gran Fondo - Jammu,Sports,Paid,2018-11-04 06:00:00,2018-11-04 11:00:00,Track and Trail,Jammu,
20211,"21K,10K,5K - Magnathon",Sports,Paid,2018-12-09 04:30:00,2018-12-09 09:00:00,Olcott School,Chennai,"5k,10k,21k"
20223,10KM-MEPZ Run,Sports,Paid,2019-03-03 00:00:00,2019-03-03 00:00:00,MEPZ Economical Zone,Chennai,"10K,marathon"
20514,WCCG Newbie Ride,Sports,Paid,2019-01-01 06:00:00,2019-01-01 08:00:00,Just Buy Cycles across the city,Chennai,"Cycling,newbieride,letsstartcycling"
20542,Aalam Deepam - Chennai Duathlon 2019,Sports,Paid,2019-02-03 05:00:00,2019-02-03 10:00:00,Olcott Memorial High School,Chennai,"Duathlon,cycling,Running,Fitnes"
20625,Kids Mini Marathon 2019,Sports,Paid,2019-03-03 07:00:00,2019-03-03 09:00:00,Sports Development Authority of Tamilnadu,Chennai,"kids marathon in nandanam,KIDS FUN RUN,KIDS MINI MARATHON,AADHIEVENTS"
20628,Chennai Premier Cyclothon,Sports,Paid,2019-02-24 05:00:00,2019-02-24 12:30:00,Kodambakkam,Chennai,"track cycling,cycling event,chennai cycling,long distance cycling,pro cycling"
20681,HCL Madurai Run 2019,Sports,Free,2019-02-24 05:00:00,2019-02-24 08:00:00,Madurai,Tamil Nadu,
20798,Stuttgart Chamber Orchestra,Entertainment,Free,2019-03-22 19:00:00,2019-03-22 21:00:00,The Music Academy,Chennai,"orchestra,chamber orchestra,german orchestra,stuttgart chamber orchestra,chennai orchestra,orchestra in chennai,goethe institut,goethe institut chennai,music concert"
20812,Alex in Wonderland- A solo stand-up special powered by Music and Tamil,Entertainment,Paid,2019-05-05 14:00:00,2019-05-05 21:00:00,Sir Mutha Venkatasubba Rao Concert Hall,Chennai,
20835,THOR-The Hero of Running,Sports,Paid,1970-01-01 05:30:00,1970-01-01 05:30:00,Jaipur,Jaipur,
20845,Marathon for Life 2K19,Sports,Paid,2019-05-14 00:00:00,2019-05-15 00:00:00,Pallipalayam,Pallipalayam,"ksrmarathon, marathon for life"
20872,Chennai Half Marathon 2019,Sports,Paid,2019-05-24 00:00:00,2019-05-25 00:00:00,Chennai,Chennai,#chennaihalfmarathon
20889,WCCG 200km Night Ride,Sports,Paid,1970-01-01 05:30:00,1970-01-01 05:30:00,Chennai,Chennai,"cycling, Endurance, NightRide"
20914,PRABALGAD FOOTHILLS MARATHON 2019,Sports,Paid,1970-01-01 05:30:00,1970-01-01 05:30:00,Prabalmachi,Prabalmachi,
20917,WCCG OutRush ITT 2019 Edition,Sports,Paid,2019-07-03 00:00:00,2019-10-31 00:00:00,Chennai,Chennai,"Cycling, ITT, Racing"
20921,ICON HAPPY FEET,Sports,Paid,2019-06-22 00:00:00,2019-06-22 00:00:00,Chennai,Chennai,"fitness, marathon, Run"
20928,Goa River Marathon,Sports,Paid,2019-08-11 00:00:00,2019-08-11 00:00:00,Chicalim,Chicalim,"#beingfit, #goa, #goarivermarathon, #goarunners, #runningmotivation, #runningshoes, fitness, marathon, running"
20933,Walk With Your Neighbours,Sports,Paid,2019-09-08 00:00:00,2019-09-08 00:00:00,Chennai,Chennai,"Marathons, walk, Walk Marathon, Walkathon"
20935,Road Captain - For Challenge Accepters,Sports,Paid,2019-06-28 00:00:00,2019-06-29 00:00:00,Chennai,Chennai,
20940,YOGI RUN @ NANDI HILLS,Sports,Paid,1970-01-01 05:30:00,1970-01-01 05:30:00,Nandi Hills,Nandi Hills,
20945,Save Earth Marathon 2019,Sports,Paid,2019-07-02 00:00:00,2019-10-31 00:00:00,New Delhi,New Delhi,
20946,Environment Day Run,Sports,Paid,1970-01-01 05:30:00,1970-01-01 05:30:00,Chennai,Chennai,
20947,Environment Day Run,Sports,Paid,1970-01-01 05:30:00,1970-01-01 05:30:00,Padur,Padur,"chennai events, Environment Day, June Run, marathon, Runners, running"
20951,Global Goals Run 2019,Sports,Paid,1970-01-01 05:30:00,1970-01-01 05:30:00,Chennai,Chennai,"AIESEC, marathon, Run, Sunday Run"
20956,CHENNAI JUNIORTHON 2019,Sports,Paid,2019-07-21 07:00:00,2019-07-21 09:00:00,Chennai,Chennai,"chennai events, CHENNAI RUN, KIDS EVENT, marathon"
20957,KOLKATA 10K RUN,Sports,Paid,2019-09-15 05:00:00,2019-09-15 08:46:00,Kolkata,Kolkata,"KOLKATA 10K RUN, marathon"
20958,Kochi Premier Run 2019,Sports,Paid,2019-08-18 06:00:00,2019-08-18 09:00:00,Kochi,Kochi,"kochi 10k run, marathon"
20962,THE BORDER,Sports,Paid,1970-01-01 05:30:00,1970-01-01 05:30:00,Jaisalmer,Jaisalmer,
20963,Green Walk,Sports,Paid,2019-07-16 00:00:00,2019-07-17 00:00:00,chennai,chennai,"Green Walk, walk, Walkathon, walking events in chennai, walking Marathon"
20965,Run for Peace 2019,Sports,Paid,2019-07-20 00:00:00,2019-07-21 00:00:00,Chennai,Chennai,"marathon, Run, Runners"
