event_edition_id,event_name,event_category,registration_type,start_date,end_date,venue,city,event_tags
12429,Charlie and the Great Glass Elevator,Entertainment,Paid,2016-04-16 18:30:00,2016-04-17 20:30:00,Chinmaya Heritage Mission,Chennai,Theatre
12437,ACE Events Presents Rock N Roll Chennai,Entertainment,Paid,2016-03-26 18:30:00,2016-03-26 21:30:00,The Music Academy,Chennai,Music and Dance
12438,Jadugar Mangal Magic Show(5 - 6May),Entertainment,Paid,2016-05-05 19:00:00,2016-05-06 00:00:00,Raja Annamalai Mandram A/c,Chennai,Variety
12455,Counter Terrorism Preventive Security-Corporates,Conferences,Paid,2016-04-27 10:00:00,2016-04-27 18:00:00,Savera Hotel,Chennai,Learning & Workshops
12461,Millionaire Mind Intensive - Chn ,Conferences,Paid,2016-03-25 09:00:00,2016-03-27 00:00:00,Chennai Trade Centre,Chennai,Learning & Workshops
12466,Quad FLC Lunch,Sports,Paid,2016-03-19 12:00:00,2016-03-19 15:00:00,Barbeque Nation,Chennai,Sports Other
12467,PINK RIDE ,Sports,Paid,2016-03-27 06:30:00,2016-03-27 09:30:00,Wild Tribe Ranch,Chennai,Sports
12468,RCC Platinum in association with Specsmakers presents Toca Boca Kids Carnival,Entertainment,Paid,2016-03-26 10:30:00,2016-03-26 19:30:00,Don Bosco High School,Chennai,Variety
12470,07/07/07 - The True Story of Reyhanneh Jabbari,Entertainment,Paid,2016-04-15 19:00:00,2016-04-16 20:30:00,Edouard Michelin Auditorium,Chennai,Theatre
12498,Concert : La Fanfare Couche Tard,Entertainment,Free,2016-04-26 19:00:00,2016-04-26 00:00:00,Museum Theatre,Chennai,Music and Dance
12503,Tour De Crescent,Sports,Paid,2016-04-24 05:00:00,2016-04-24 00:00:00,"Madhya Kailash , KASTURIBA NAGAR MRTS STATION",Chennai,Sports
12504,Signature Breaks Annapurna Base Camp,Entertainment,Paid,2016-04-29 06:00:00,2016-05-08 18:00:00,Annapurna Base Camp,Nepal,Variety
12524,"Drawing, Fancy Dress, Dance, Story Telling Competitions & more...",Entertainment,Paid,2016-05-28 11:30:00,2016-05-29 19:30:00,Ampa Skywalk Mall,Chennai,Contests
12530,Chennai Kidathon - 400m,Sports,Paid,2016-08-07 16:45:00,2017-08-07 20:00:00,Nehru Stadium,Chennai,Sports
12601,Kanchipuram Half Marathon 2016,Sports,Paid,2016-07-17 05:00:00,2016-07-17 00:00:00,Tamil Nadu Physical Education and Sports University,Chennai,Sports
12609,Yercaud Camping Trip for Children,Entertainment,Paid,2016-05-09 06:00:00,2016-05-11 00:00:00,Yercaud ,Salem,Variety
12631,ECL MARATHON 2016,Sports,Paid,2016-06-12 05:30:00,2016-06-12 00:00:00,VOC Ground,Coimbatore,Sports
12639,Zumba Master Class with Neeki,Conferences,Free,2016-05-22 16:30:00,2016-05-22 19:30:00,BLUE LAGOON RESORT,Chennai,Learning & Workshops
12645,Chennai Kidathon - 800m,Sports,Paid,2016-08-07 17:15:00,2016-08-07 00:00:00,Nehru Stadium,Chennai,Sports
12646,Chennai Kidathon - 1600m,Sports,Paid,2016-08-07 16:00:00,2016-08-07 00:00:00,Nehru Stadium,Chennai,Sports
12647,Chennai Kidathon - 2000m,Sports,Paid,2016-08-07 15:00:00,2016-08-07 00:00:00,Nehru Stadium,Chennai,Sports
12648,Ciné Club - Mia Et Le Migou May15,Entertainment,Free,2016-05-15 19:00:00,2016-05-15 00:00:00,Edouard Michelin Auditorium,Chennai,Theatre
12655,Royal Wedding Expo 2016,Conferences,Paid,2016-06-04 10:00:00,2016-06-05 20:00:00,ITC Grand Chola,Chennai,Conferences & Exhibitions
12658,Ramanujar Dharisanam,Entertainment,Paid,2016-05-10 18:00:00,2016-05-13 00:00:00,Narada Gana Sabha,Chennai,Music and Dance
12659,La Forêt Ébouriffée,Entertainment,Free,2016-05-31 19:00:00,2016-05-31 00:00:00,SMVRCH,Chennai,Theatre
12661,Independence day marathon - 100mts,Sports,Paid,2016-08-07 06:30:00,2016-08-07 00:00:00,Kumararani Meena Muthiah College Ground,Chennai,Sports
12667,Independence day Marathon-5km,Sports,Paid,2016-08-07 06:30:00,2016-08-07 00:00:00,Kumararani Meena Muthiah College Ground,Chennai,Sports
12672,Independence day Marathon-Offline,Sports,Free,2016-08-07 06:30:00,2016-08-07 00:00:00,Kumararani Meena Muthiah College Ground,Chennai,Sports
12717,Ciné Club - ATTILA MARCEL 2nd June ,Entertainment,Free,2016-06-02 16:30:00,2016-06-02 00:00:00,Edouard Michelin Auditorium,Chennai,Theatre
12719,WCCG Mass 100km Ride,Sports,Paid,2016-06-18 05:00:00,2016-06-18 10:00:00,Anna Nagar/Velachery/Tambaram,Chennai,Sports
12723,Nitros Day (Relay Male),Sports,Free,2016-07-09 16:00:00,2016-07-09 00:00:00,Nehru Stadium,Chennai,Sports
12726,Madrasi Da,Entertainment,Paid,2016-06-18 19:30:00,2016-06-18 00:00:00,Sri Mutha Venkatasubba Rao Concert Hall,Chennai,Comedy
12730,Bangalore Ultra,Sports,Paid,2016-11-12 07:00:00,2016-11-12 00:00:00,Bamboo Forest,Bengaluru,Sports
12735,EUFF - The Irish Rebellion,Entertainment,Free,2016-06-07 17:00:00,2016-06-07 00:00:00,Edouard Michelin Auditorium,Chennai,Theatre
12752,Vocal Concert by Sriranjani Santhanagopalan,Entertainment,Paid,2016-06-11 18:00:00,2016-06-11 21:00:00,Club Opal A/C Banquet Hall,Chennai,Music and Dance
12762,Largest Pink Ribbon Formation,Entertainment,Paid,2016-09-11 06:15:00,2016-09-11 00:00:00,Island Ground,Chennai,Variety
12783,Kaveri Trail Marathon 10K,Sports,Paid,2016-11-26 00:00:00,2016-11-27 00:00:00,Next to Ranganthittu Bird Sanctuary,Mysore,Sports Other
12796,Bhaje Pandurangam,Entertainment,Free,2016-08-08 04:30:00,2016-08-11 20:00:00,Narada Gana Sabha,Chennai,Variety
12798,Srinivasam Prapadye,Entertainment,Paid,2016-07-23 18:30:00,2016-07-23 21:00:00,Music Academy,Chennai,Music and Dance
12814,GO:MADras 8 Electronic Music Festival,Entertainment,Paid,2016-09-10 12:00:00,2016-09-11 00:00:00,Radisson Blu Temple Bay Mamallapuram,Chennai,Variety
12821,Short + Sweet 2016 Week One,Entertainment,Paid,2016-07-06 19:00:00,2016-07-10 21:00:00,Alliance Fran�aise of Madras,Chennai,Theatre
12823,Short + Sweet 2016 Week Two,Entertainment,Paid,2016-07-13 19:00:00,2016-07-17 21:00:00,Alliance Française of Madras,Chennai,Theatre
12825,Short + Sweet 2016 Wildcard 1,Entertainment,Paid,2016-07-09 14:00:00,2016-07-10 16:00:00,Alliance Fran�aise of Madras,Chennai,Theatre
12826,Short + Sweet 2016 Wildcard 2,Entertainment,Paid,2016-07-16 14:00:00,2016-07-17 16:00:00,Alliance Française of Madras,Chennai,Theatre
12834,Kauvery Hospital Trichy Marathon,Sports,Paid,2016-09-25 05:15:00,2016-09-25 09:30:00,Trichy,Trichy,Sports
12837,ANU VAIDYANATHAN Book Tour,Sports,Free,2016-07-03 16:30:00,2016-07-03 18:30:00,Alumni Club Anna University,Chennai,Sports
12847,Kashmir to Kanyakumari Tour de Rotary Cycle Rally,Sports,Paid,2016-11-07 07:00:00,2016-12-09 18:00:00,Multiple Locations,Chennai,Sports Other
12848,Short + Sweet 2016 Gala Finals,Entertainment,Paid,2016-07-27 19:00:00,2016-07-31 21:00:00,Alliance Française of Madras,Chennai,Theatre
12850,Mirchi Neon Run Chennai,Sports,Paid,2016-09-24 18:30:00,2016-09-24 00:00:00,YMCA,Chennai,Sports
12858,21K & 10K Porur Racers Anniversary Run,Sports,Free,2016-07-31 05:30:00,2016-07-31 00:00:00,TBD,Chennai,Sports
12860,5K Porur Racers Anniversary Run,Sports,Free,2016-07-31 05:30:00,2016-07-31 00:00:00,Madha Engineering College,Chennai,Sports
12866,Paid-5th Rohtak Marathon- 11K,Sports,Paid,2016-11-20 06:00:00,2016-11-20 00:00:00,Jat Collage Ground ,Rohtak,Sports
12870,"Thaikkudam Bridge, Suraj Mani & Tattva Triper",Entertainment,Paid,2016-08-07 17:30:00,2016-08-07 00:00:00,Sir Mutha Concert Hall,Chennai,Music and Dance
12873,Wolf’s Lair Skrat & Lagori,Entertainment,Paid,2016-08-20 17:30:00,2016-08-20 00:00:00,Museum Theater,Chennai,Music and Dance
12879,Chennai Mini Marathon,Sports,Paid,2016-09-11 05:00:00,2016-09-11 00:00:00,Napier Bridge,Chennai,Sports
12883,G3 Half Duathlon Individual ,Sports,Paid,2016-08-07 05:30:00,2016-08-07 00:00:00,Decathlon OMR,Chennai,Sports
12884,G3 Half Duathlon Mixed (Team) ,Sports,Paid,2016-08-07 05:30:00,2016-08-07 00:00:00,Decathlon OMR,Chennai,Sports
12885,G3 Half Duathlon Women (Team),Sports,Paid,2016-08-07 05:15:00,2016-08-07 00:00:00,Decathlon OMR,Chennai,Sports
12899,Penn Kalvi Run 2016,Sports,Paid,2016-08-07 05:30:00,2016-08-07 08:30:00,"Island Grounds, Marina Beach ",Chennai,Sports
12900,Radiant Wellness Conclave 2016,Conferences,Paid,2016-08-13 00:00:00,2016-08-13 00:00:00,Sir Mutha Venkatasubba Rao Concert Hall,Chennai,Learning & Workshops
12908,Aladdin- A Musical Journey,Entertainment,Paid,2016-09-04 19:00:00,2016-09-04 00:00:00,Sir Mutha Venkatasubba Rao Concert Hall,Chennai,Music and Dance
12911,DSFN,Entertainment,Paid,2016-07-30 19:00:00,2016-07-30 00:00:00,ECR-OMR Junction ECR,Chennai,Music and Dance
12913,The Mustangs @ Fifty,Entertainment,Paid,2017-01-11 18:30:00,2017-01-11 22:30:00,Green Meadows Resort,Chennai,Music and Dance
12917,Beatles Forever 7th August,Entertainment,Paid,2016-08-07 19:00:00,2016-08-07 00:00:00,Museum Theatre,Chennai,Music and Dance
12926,Cyclofun Individual 5Km (8 -12 years),Sports,Paid,2016-08-28 07:00:00,2016-08-28 00:00:00,Madras Motor Sports Club,Chennai,Sports Other
12931,Cyclofun Obstacle Mania(Corporate Team-Team of 6),Sports,Paid,2016-08-28 07:00:00,2016-08-28 00:00:00,MADRAS MOTOR SPORTS CLUB Irungattakottai,Chennai,Sports
12942,Cyclofun Individual 22Km (17 years & above),Sports,Paid,2016-08-28 09:00:00,2016-08-28 00:00:00,Madras Motor Sports Club,Chennai,Sports Other
12951,ALERT-A-THON,Sports,Paid,2016-10-09 05:30:00,2016-10-09 08:00:00,DB Jain College,Chennai,Sports
12957,TCC CritRace 2016,Sports,Paid,2016-08-28 12:00:00,2016-08-28 00:00:00,Irungattukottai ,Chennai,Sports
12961,Penn Kalvi Run 2016 MAD,Sports,Paid,2016-08-07 05:30:00,2016-08-07 08:30:00,"Island Grounds, Marina Beach ",Chennai,Sports
12969,PCM 5k Dream Run(Students Only),Sports,Paid,2016-12-18 06:00:00,2016-12-18 10:00:00,"Albert Hall, Ramniwas Bagh",Jaipur,Sports
12970,PCM Half Marathon (For Indians),Sports,Paid,2016-12-18 06:00:00,2016-12-18 10:00:00,"Albert Hall, Ramniwas Bagh",Jaipur,Sports
12973,Calm Like a Bomb,Merchandise,Paid,2016-08-22 00:00:00,2016-09-10 00:00:00,Online,Chennai,Merchandise
12974,"Day 1 Haricharan, Bennett & Band",Entertainment,Paid,2016-08-20 19:00:00,2016-08-20 21:00:00,Music Academy,Chennai,Music and Dance
12976,RTR 1st Anniversary Run,Sports,Free,2016-09-04 05:00:00,2016-09-04 08:00:00,Panagal Park,Chennai,Sports
12993,Day 5 Stephen Devassy,Entertainment,Paid,2016-08-24 19:00:00,2016-08-24 22:00:00,Music Academy,Chennai,Music and Dance
12997,Day 9 Maniyosai Musical Opera 100th Show,Entertainment,Paid,2016-08-28 18:00:00,2016-08-28 22:00:00,Music Academy,Chennai,Music and Dance
13001,Coached by Ben Pulham,Sports,Free,2016-09-03 16:00:00,2016-09-03 18:00:00,The WESTIN ,Chennai,Sports
13009,Piano Recital by Maxime Zecchini,Entertainment,Free,2016-09-08 19:00:00,2016-09-08 00:00:00,Edouard Michelin Auditorium,Chennai,Music and Dance
13019,CELEBRATION RUN ,Sports,Paid,2016-10-23 06:00:00,2016-10-23 10:30:00,GANDHI MAIDAN ,Mumbai,Sports Other
13029,PETATHON,Sports,Paid,2016-10-23 06:00:00,2016-10-23 10:30:00,GANDHI MAIDAN ,Mumbai,Sports Other
13035,Ciné Club - Un château en Italie,Entertainment,Free,2016-09-01 19:00:00,2016-09-01 00:00:00,Edouard Michelin Auditorium,Chennai,Movies
13041,Mirchi Neon Run Bangalore,Sports,Paid,2016-11-26 18:00:00,2016-11-26 18:00:00,Manyata Embassy,Bengaluru,Sports
13042,Two 2 Tango,Entertainment,Paid,2016-10-02 19:00:00,2016-10-02 00:00:00,Madras Music Academy,Chennai,Music and Dance
13047,Chennai Jogathon 2016 ,Sports,Paid,2016-10-02 06:30:00,2016-10-02 08:30:00,Besant Nagar beach,Chennai,Sports
13048,AURANGZEB,Entertainment,Paid,2016-09-23 19:00:00,2016-09-25 21:00:00,"Edouard Michelin,Alliance Francaise of Madras ",Chennai,Theatre
13075,Andrum Indrum Endrendrum M.S.Subbulakshmi Centenary Celebrations,Entertainment,Paid,2016-09-15 18:00:00,2016-09-16 21:00:00,Vani Mahal ,Chennai,Music and Dance
13080,Beatboxing Concert by Faya Braz,Entertainment,Free,2016-09-18 19:00:00,2016-09-18 00:00:00,Courtyard of Phoenix Market City,Chennai,Music and Dance
13096,Funny Money by Ensomneacks,Entertainment,Paid,2016-11-12 00:00:00,2016-11-12 00:00:00,Alliance Francaise of Madras,Chennai,Theatre
13109,TEDxChennai,Sports,Paid,2016-10-23 09:00:00,2016-10-23 17:00:00,Sir Mutha Venkatasubba Rao Hall,Chennai,Sports
13114,NYNA VALÈS live in concert with AKKARAI SUBHALAKSHMI,Entertainment,Free,2016-10-01 19:00:00,2016-10-01 00:00:00,Edouard Michelin Auditorium,Chennai,Music and Dance
13122, FITSPIR Family Fun Run,Sports,Paid,2016-10-16 06:00:00,2016-10-16 10:00:00,DLF Garden City ,Chennai,Sports Other
13123,Karaikudi Marathon,Sports,Free,2016-09-29 06:30:00,2016-09-29 09:00:00,Karaikudi,Karaikudi,Sports Other
13126,Kashmir to Kanyakumari Tour de Rotary Cycle Rally ,Sports,Paid,2016-11-07 07:00:00,2016-12-09 18:00:00,Jammu - Pathankot - Jalandhar - Ludhiana - Ambala - Sonepat - New Delhi - Gurgoan - Neemrana - Jaipur - Ajmer - Udaipur - Gandhinagar - Vadodara - Surat - Vapi - Mumbai - Pune - Kholapur - Dharwad - Chitradurga - Bengaluru - Vellore - Chennai - Pondy - Sal,Chennai,Sports Other
13127,Wheel It With Mustangs,Sports,Free,2016-10-16 04:45:00,2016-10-16 12:30:00,"Pro-Bikers, OMR",Chennai,Sports
13142,MY COUNTRY RUN,Sports,Paid,2017-01-08 15:00:00,2017-01-08 00:00:00,Kanteerava Stadium,Bengaluru,Sports
13153,Coimbatore 10KM TN Marathon 2017,Sports,Paid,2017-04-30 00:00:00,2017-04-30 00:00:00,TBA,Coimbatore,Sports
13165,Charan Memorial Ride,Sports,Free,2016-10-23 05:00:00,2016-10-23 00:00:00,Probikers,Chennai,Sports
13170,Family FUN RUN,Sports,Free,2016-10-16 06:00:00,2016-10-16 08:00:00,DLF Garden City ,Chennai,Sports
13185,ERWA and OMR Athletes presents FITSPIR Family Fun Run,Sports,Free,2016-10-23 06:00:00,2016-10-23 08:00:00,L & T Eden Park,Chennai,Sports
13194,LIONS CENTENNIAL MARATHON,Sports,Paid,2017-02-05 05:30:00,2017-02-05 00:00:00,Marina Beach,Chennai,Sports
13195,Mutthu Marathon 2017,Sports,Paid,2017-01-08 05:30:00,2017-01-08 00:00:00,"Selliamman Kovil, Vaikuntham",Salem,Sports Other
13196,Ras Barse Utsav 2016,Entertainment,Free,2016-11-12 18:00:00,2016-11-12 00:00:00,Music Academy,Chennai,Music and Dance
13197,Cycle for a Cause - Support Literacy ,Sports,Paid,2016-11-13 05:15:00,2016-11-13 12:00:00,Track & Trail - Bicycle Hub,Chennai,Sports Other
13202,LAKSHAMAN SRUTHI [ MUSIC SHOW ],Entertainment,Paid,2016-10-30 18:30:00,2016-10-30 00:00:00,RAJA ANNAMALAI MANDRAM A/C,Chennai,Theatre
13208,Anoushka Shankar-Land of Gold- Live in Concert,Entertainment,Paid,2016-12-02 19:30:00,2016-12-02 00:00:00,Sir Mutha Venkatasubba Rao Concert Hall,Chennai,Music and Dance
13220,THE GREAT INDIA MARATHON,Sports,Paid,2016-11-27 05:30:00,2016-11-27 00:00:00,Light House.,Chennai,Sports
13222,DJ Concert by Jean du Voyage,Entertainment,Free,2016-11-16 23:30:00,2016-11-16 00:00:00,The Leather Bar @ The Park,Chennai,Music and Dance
13232,The Power of Beliefs by Mahatria Ra,Conferences,Paid,2016-12-11 16:00:00,2016-12-11 18:00:00,Madras University Centenary Hall,Chennai,Learning & Workshops
13233,FUTURE CAREER FAIR 2017,Conferences,Paid,2017-02-18 09:30:00,2017-02-18 15:30:00,TBD,Chennai,Conferences & Exhibitions
13236,Hybrid (50K),Sports,Paid,2016-11-20 05:00:00,2016-11-20 00:00:00,TRACK AND TRAIL/ CYCLOGEN OMR,Chennai,Sports
13238,Free First Aid Training,Conferences,Free,2016-11-13 10:00:00,2017-11-12 12:00:00,Kauvery Hospital,Trichy,Learning & Workshops
13254,T[WO]RUE LEGENDS,Entertainment,Paid,2016-11-20 19:00:00,2016-11-20 00:00:00,P.T. THYAGARAYA HALL A/C,Chennai,Theatre
13260,Yes I can run -5Km OMR Run ,Sports,Paid,2017-02-05 06:30:00,2017-02-05 00:00:00,Satyabhama College,Chennai,Sports Other
13261,Avid Runner - 10Km OMR Run,Sports,Paid,2017-02-05 06:00:00,2017-02-05 00:00:00,Satyabhama College,Chennai,Sports Other
13266,Somewhere Between the Sky and the Sea,Entertainment,Paid,2016-12-03 19:00:00,2016-12-04 20:45:00,Goethe Institut,Chennai,Theatre
13278,Free-5th Rohtak Marathon- 11K ,Sports,Free,2016-11-20 06:00:00,2016-11-20 00:00:00,Jat Collage Ground ,Rohtak,Sports
13292,10KM - CHENNAI INTERNATIONAL MARATHON,Sports,Paid,2017-02-19 05:30:00,2017-02-19 01:00:00,Kumararani meena muthiah college ground,Chennai,Sports Other
13298,Play : Land of Ashes and Diamonds,Entertainment,Free,2016-12-03 19:00:00,2016-12-03 00:00:00,Edouard Michelin Auditorium,Chennai,Theatre
13308,CINÉ CLUB : LE PÈRE NOËL,Entertainment,Free,2016-12-01 19:00:00,2016-12-01 00:00:00,Edouard Michelin Auditorium,Chennai,Movies
13352,WCCG Outskirts 100 km Ride 2017,Sports,Paid,2017-01-01 05:30:00,2017-01-01 12:30:00,Manivakkam high school,Chennai,Sports
13353,Ensomneacks Anthology #1,Entertainment,Paid,2017-01-07 16:00:00,2017-01-07 21:00:00,Alliance Francaise Chennai,Chennai,Theatre
13356,Tiger Run 2017,Sports,Paid,2017-01-29 06:00:00,2017-01-29 00:00:00,FIREBIRD INSTITUTE OF RESEARCH IN MANAGEMENT,Coimbatore,Sports
13390,MY COUNTRY RUN Corporate,Sports,Paid,2017-01-08 16:00:00,2017-01-08 00:00:00,Kanteerava Stadium,Bengaluru,Sports
13411,Please Dont Tell Bar,Entertainment,Paid,2017-01-11 20:00:00,2017-01-11 23:45:00,Crowne Plaza Chennai,Chennai,Variety
13420,LSoM 31st December 2016,Sports,Paid,2016-12-31 06:00:00,2016-12-31 09:30:00,Suyojit Road- Bapu Bridge,Nashik,Sports
13436,PEDAL TO PLANT WITH MUSTANGS,Sports,Free,2017-01-26 05:00:00,2017-01-26 12:30:00,"PROBIKERS, OMR",Chennai,Sports Other
13441,21KM - Marina Runnerz,Sports,Paid,2017-02-26 04:30:00,2017-02-26 00:00:00,Marina Beach,Chennai,Sports
13444,10K - Marina Runnerz,Sports,Paid,2017-02-26 05:00:00,2017-02-26 00:00:00,Marina Beach,Chennai,Sports
13449,Charity - Marina Runnerz,Sports,Paid,2017-02-26 00:00:00,2017-02-26 00:00:00,Marina Beach,Chennai,Sports Other
13450,Superchef- Kids Team (of 2),Entertainment,Paid,2017-02-04 00:00:00,2017-02-05 00:00:00,Contest- The Park Hotel,Chennai,Contests
13454,Mirchi Neon Run Coimbatore,Sports,Paid,2017-02-11 18:00:00,2017-02-11 00:00:00,"Codissia Grounds, Coimbatore.",Coimbatore,Sports
13455,Legends Marathon,Sports,Paid,2017-02-05 06:00:00,2017-02-05 00:00:00,Marina beach,Chennai,Sports
13460,5KM - AIRTEL RAN-O-THON,Sports,Free,2017-01-22 06:00:00,2017-01-22 00:00:00,MORABADHI GROUND,Ranchi,Sports
13462,10KM - AIRTEL RAN-O-THON,Sports,Paid,2017-01-22 06:00:00,2017-01-22 00:00:00,MORABADHI GROUND,Ranchi,Sports
13468,Ridley Run 2017,Sports,Paid,2017-03-05 06:00:00,2017-03-05 00:00:00,Palavakkam Beach,Chennai,Sports
13469,Mission Crusader 2K17,Sports,Paid,2017-02-05 05:30:00,2017-02-05 07:30:00,Easwari Engineering College,Chennai,Sports
13497,MTB - Track and Trail Gran Fondo,Sports,Paid,2017-01-29 05:15:00,2017-01-29 10:00:00,"Track and Trail store, Trichy",Trichy,Sports
13499,Physical Fitness Assessment ,Sports,Free,2017-01-15 10:00:00,2017-01-15 12:00:00,"3rd floor, Citimall",Mumbai,Sports
13514,Buy One Get One Free,Entertainment,Paid,2017-01-20 19:00:00,2017-01-22 20:00:00,Alliance Francaise of Madras ,Chennai,Theatre
16463,TCS World 10K Bangalore 2015,Sports,Paid,0000-00-00 00:00:00,0000-00-00 00:00:00,,,
16464,Standard Chartered Mumbai Marathon 2016,Sports,Paid,0000-00-00 00:00:00,0000-00-00 00:00:00,,,
16465,Airtel Delhi Half Marathon 2015,Sports,Paid,0000-00-00 00:00:00,0000-00-00 00:00:00,,,
16466,Tata Steel Kolkata 25K 2015,Sports,Paid,0000-00-00 00:00:00,0000-00-00 00:00:00,,,
16467,The Wipro Chennai Marathon 2014,Sports,Paid,0000-00-00 00:00:00,0000-00-00 00:00:00,,,
16468,Spice Coast Marathon 2016,Sports,Paid,2016-11-13 00:00:00,2016-11-13 00:00:00,Cochin,Cochin,
16469,Kaveri Trail Marathon 2016,Sports,Paid,2016-11-26 00:00:00,2016-11-26 00:00:00,,,
16471,IDBI Federal Life Insurance New Delhi Marathon 2017,Sports,Paid,2017-02-26 00:00:00,2017-02-26 00:00:00,,,
16473,Tamilnadu Marathon 2017,Sports,Paid,2017-02-05 00:00:00,2017-02-05 00:00:00,,,
16481,TCS World 10K Bangalore 2016,Sports,Paid,0000-00-00 00:00:00,0000-00-00 00:00:00,,,
16482,Standard Chartered Mumbai Marathon 2017,Sports,Paid,0000-00-00 00:00:00,0000-00-00 00:00:00,,,
16483,LSoM 29th January 2017,Sports,Paid,2017-01-29 06:30:00,2017-01-29 09:00:00,Suyojit Road- Bapu Bridge,Nashik,Sports
16484,Airtel Delhi Half Marathon 2016,Sports,Paid,0000-00-00 00:00:00,0000-00-00 00:00:00,,,
16485,Tata Steel Kolkata 25K 2016,Sports,Paid,0000-00-00 00:00:00,0000-00-00 00:00:00,,,
16487,The Wipro Chennai Marathon 2015,Sports,Paid,0000-00-00 00:00:00,0000-00-00 00:00:00,,,
16489,The Wipro Chennai Marathon 2016,Sports,Paid,2017-01-08 00:00:00,2017-01-08 00:00:00,,,
16495,Mirchi Neon Run Coimbatore,Sports,Paid,2017-02-11 18:00:00,2017-02-11 00:00:00,Codissia Grounds,Coimbatore,Sports
16499,Goya,Entertainment,Paid,2017-02-05 19:00:00,2017-02-05 00:00:00,Museum Theatre,Chennai,Music and Dance
16508,HALO WINGS,Sports,Paid,2017-02-12 05:30:00,2017-02-12 07:00:00,Anna University ,Chennai,Sports
16535,MEPZ RUN,Sports,Paid,2017-03-05 04:30:00,2017-03-05 10:00:00,"Mepz Campus,",Chennai,Sports
16586,Coimbatore Kiddathon,Sports,Paid,2017-02-26 06:30:00,2017-02-26 00:00:00,Racecourse,Coimbatore,Sports
16684,Chennai Runners Membership,Membership,Paid,2015-05-23 10:06:09,0000-00-00 00:00:00,,chennai,
16729,Mirchi Holi Run,Sports,Paid,2017-03-12 06:30:00,2017-03-12 00:00:00,YMCA Nandanam,Chennai,Sports
16746,Hybrid Vehicle,Conferences,Paid,2017-03-17 00:00:00,2017-03-18 00:00:00,MIT CAMPUS � ANNA UNIVERSITY,Chennai,Learning & Workshops
16760,2K Walk - Give a Brick Run,Sports,Paid,2017-08-20 05:00:00,2017-08-20 12:00:00,Olcott Memorial School,Chennai,Sports
16761,10K Run - Give a Brick Run ,Sports,Paid,2017-08-20 05:00:00,2017-08-20 12:00:00,Olcott Memorial School,Chennai,Sports
16764,Ride To Mpower,Sports,Paid,2017-03-26 00:00:00,2017-03-26 00:00:00,mumbai,mumbai,
16776,DCF-CPLD MARATHON,Sports,Paid,2017-04-02 04:00:00,2017-04-02 10:00:00,"Jothi theatre, Kathipara Junction - St. Thomas Mount",Chennai,Sports
16779,Chennai Runners,Entertainment,Paid,0000-00-00 00:00:00,0000-00-00 00:00:00,,,
16814,Nammai Marandarai Naam Marakkamattom - Dance Theatre Production,Entertainment,Free,2017-04-17 18:30:00,2017-04-17 20:30:00,Narada Gana Sabha,Chennai,Music and Dance
16817,WCCG Island 125KM Ride,Sports,Free,2017-03-26 05:00:00,2017-03-26 12:00:00,"TRACK & TRAIL - Bicycle Hub, Kodambakkam",Chennai,Sports
16825,Pallavaram Challengers,Sports,Paid,2017-04-16 00:00:00,2017-04-16 00:00:00,Pallavaram,Chennai,Sports
16848,CHENNAI MINI MARATHON,Sports,Free,2017-09-10 06:00:00,2017-09-10 12:00:00,Elliots Beach,Chennai,Sports
16870,TCS WORLD 10K BENGALURU 2017,Sports,Paid,2017-05-21 04:00:00,2017-05-21 08:00:00,Bengaluru,Bengaluru,Sports
16894,VV Roll the Wheels 2017,Sports,Paid,2017-04-16 05:00:00,2017-04-16 00:00:00,MRTS,Chennai,Sports
16947,Ride for Environment,Sports,Paid,2017-06-04 05:15:00,2017-06-04 10:45:00,Madhya Kailash,Chennai,Sports
16953,5K Run - Give a Brick Run,Sports,Paid,2017-08-20 05:00:00,2017-08-20 12:00:00,Olcott Memorial School,Chennai,Sports
16972,WCCG 200KM Night Ride,Sports,Free,2017-05-06 17:30:00,2017-05-07 07:00:00,Porur Toll Plaza,Chennai,Sports
16999,Gran Fondo - Chennai,Sports,Paid,2017-04-30 05:00:00,2017-04-30 10:30:00,Track & Trail ,Chennai,Sports
17010,Manali Challengers,Sports,Paid,2017-06-18 16:00:00,2017-06-18 20:00:00,"3572, 2nd Main Rd",Chennai,Sports
17013,Chennai Kidathon - 800M,Sports,Paid,2017-08-06 15:45:00,2017-08-06 18:30:00,Nehru Stadium,Chennai,Sports
17015,Chennai Kidathon - 400M,Sports,Paid,2017-08-06 16:15:00,2017-08-06 19:00:00,Nehru Stadium,Chennai,Sports
17016,Chennai Kidathon - 1600M,Sports,Paid,2017-08-06 15:00:00,2017-08-06 19:45:00,Nehru Stadium,Chennai,Sports
17017,Chennai Kidathon - 2000M,Sports,Paid,2017-08-06 19:45:00,2017-08-06 20:45:00,Nehru Stadium,Chennai,Sports
17094,DGL Madras 2017,Conferences,Free,2017-08-11 11:00:00,2017-08-12 00:00:00,Freemasons Hall,Chennai,Conferences & Exhibitions
17171,10K - Kauvery Hospital Trichy Marathon,Sports,Free,2017-09-24 04:45:00,2017-09-24 11:00:00,District court ,Trichy,Sports
17172,5K - Kauvery Hospital Trichy Marathon,Sports,Free,2017-09-24 04:45:00,2017-09-24 11:00:00,District court ,Trichy,Sports
